case_date,case_weekday,case_week_ending,deprivation_lmm,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2023-07-29,Saturday,2023-07-30,Least deprived,106,7.0019,154,10.1725
2023-07-29,Saturday,2023-07-30,Mid-range deprivation,129,6.4333,198.7143,9.91
2023-07-29,Saturday,2023-07-30,Most deprived,105,6.6927,145.4286,9.2696
2023-07-28,Friday,2023-07-30,Least deprived,141,9.3138,150.4286,9.9366
2023-07-28,Friday,2023-07-30,Mid-range deprivation,185,9.2261,200.5714,10.0026
2023-07-28,Friday,2023-07-30,Most deprived,132,8.4137,143.1429,9.1239
2023-07-27,Thursday,2023-07-30,Least deprived,140,9.2478,146.4286,9.6724
2023-07-27,Thursday,2023-07-30,Mid-range deprivation,215,10.7222,196.8571,9.8174
2023-07-27,Thursday,2023-07-30,Most deprived,153,9.7522,140.8571,8.9782
2023-07-26,Wednesday,2023-07-30,Least deprived,161,10.6349,148.5714,9.814
2023-07-26,Wednesday,2023-07-30,Mid-range deprivation,231,11.5201,200.2857,9.9884
2023-07-26,Wednesday,2023-07-30,Most deprived,152,9.6885,139.1429,8.869
2023-07-25,Tuesday,2023-07-30,Least deprived,194,12.8148,148.5714,9.814
2023-07-25,Tuesday,2023-07-30,Mid-range deprivation,235,11.7196,203.5714,10.1522
2023-07-25,Tuesday,2023-07-30,Most deprived,168,10.7083,141.5714,9.0238
2023-07-24,Monday,2023-07-30,Least deprived,196,12.9469,146.8571,9.7007
2023-07-24,Monday,2023-07-30,Mid-range deprivation,255,12.717,207.8571,10.366
2023-07-24,Monday,2023-07-30,Most deprived,212,13.5129,144.4286,9.2059
2023-07-23,Sunday,2023-07-23,Least deprived,140,9.2478,154.8571,10.2292
2023-07-23,Sunday,2023-07-23,Mid-range deprivation,141,7.0317,221.2857,11.0356
2023-07-23,Sunday,2023-07-23,Most deprived,96,6.119,149.5714,9.5337
2023-07-22,Saturday,2023-07-23,Least deprived,81,5.3505,157,10.3707
2023-07-22,Saturday,2023-07-23,Mid-range deprivation,142,7.0816,233.1429,11.627
2023-07-22,Saturday,2023-07-23,Most deprived,89,5.6729,156.1429,9.9525
2023-07-21,Friday,2023-07-23,Least deprived,113,7.4643,163.8571,10.8237
2023-07-21,Friday,2023-07-23,Mid-range deprivation,159,7.9294,237.1429,11.8264
2023-07-21,Friday,2023-07-23,Most deprived,116,7.3938,158.7143,10.1164
2023-07-20,Thursday,2023-07-23,Least deprived,155,10.2386,162.5714,10.7387
2023-07-20,Thursday,2023-07-23,Mid-range deprivation,239,11.9191,237.4286,11.8407
2023-07-20,Thursday,2023-07-23,Most deprived,141,8.9873,157,10.0072
2023-07-19,Wednesday,2023-07-23,Least deprived,161,10.6349,165.2857,10.918
2023-07-19,Wednesday,2023-07-23,Mid-range deprivation,254,12.6671,238.5714,11.8977
2023-07-19,Wednesday,2023-07-23,Most deprived,169,10.7721,159.2857,10.1529
2023-07-18,Tuesday,2023-07-23,Least deprived,182,12.0221,171.2857,11.3144
2023-07-18,Tuesday,2023-07-23,Mid-range deprivation,265,13.2157,240.7143,12.0046
2023-07-18,Tuesday,2023-07-23,Most deprived,188,11.9831,164.2857,10.4716
2023-07-17,Monday,2023-07-23,Least deprived,252,16.646,177.8571,11.7484
2023-07-17,Monday,2023-07-23,Mid-range deprivation,349,17.4048,246.5714,12.2967
2023-07-17,Monday,2023-07-23,Most deprived,248,15.8075,168.4286,10.7356
2023-07-16,Sunday,2023-07-16,Least deprived,155,10.2386,180.4286,11.9183
2023-07-16,Sunday,2023-07-16,Mid-range deprivation,224,11.171,251,12.5175
2023-07-16,Sunday,2023-07-16,Most deprived,142,9.0511,173.1429,11.0361
2023-07-15,Saturday,2023-07-16,Least deprived,129,8.5212,186,12.2863
2023-07-15,Saturday,2023-07-16,Mid-range deprivation,170,8.478,253.2857,12.6315
2023-07-15,Saturday,2023-07-16,Most deprived,107,6.8202,177.1429,11.2911
2023-07-14,Friday,2023-07-16,Least deprived,104,6.8698,186.1429,12.2957
2023-07-14,Friday,2023-07-16,Mid-range deprivation,161,8.0292,255.8571,12.7597
2023-07-14,Friday,2023-07-16,Most deprived,104,6.629,181.2857,11.5551
2023-07-13,Thursday,2023-07-16,Least deprived,174,11.4936,201.7143,13.3243
2023-07-13,Thursday,2023-07-16,Mid-range deprivation,247,12.318,270.7143,13.5007
2023-07-13,Thursday,2023-07-16,Most deprived,157,10.0072,196.4286,12.5204
2023-07-12,Wednesday,2023-07-16,Least deprived,203,13.4093,215.5714,14.2397
2023-07-12,Wednesday,2023-07-16,Mid-range deprivation,269,13.4152,280,13.9638
2023-07-12,Wednesday,2023-07-16,Most deprived,204,13.003,204,13.003
2023-07-11,Tuesday,2023-07-16,Least deprived,228,15.0606,225.4286,14.8908
2023-07-11,Tuesday,2023-07-16,Mid-range deprivation,306,15.2604,289.8571,14.4553
2023-07-11,Tuesday,2023-07-16,Most deprived,217,13.8316,209.7143,13.3672
2023-07-10,Monday,2023-07-16,Least deprived,270,17.835,231.5714,15.2966
2023-07-10,Monday,2023-07-16,Mid-range deprivation,380,18.9508,298.8571,14.9042
2023-07-10,Monday,2023-07-16,Most deprived,281,17.9109,217.7143,13.8771
2023-07-09,Sunday,2023-07-09,Least deprived,194,12.8148,233.5714,15.4287
2023-07-09,Sunday,2023-07-09,Mid-range deprivation,240,11.9689,300.1429,14.9683
2023-07-09,Sunday,2023-07-09,Most deprived,170,10.8358,226.1429,14.4143
2023-07-08,Saturday,2023-07-09,Least deprived,130,8.5872,233.5714,15.4287
2023-07-08,Saturday,2023-07-09,Mid-range deprivation,188,9.3757,301.4286,15.0324
2023-07-08,Saturday,2023-07-09,Most deprived,136,8.6686,227,14.469
2023-07-07,Friday,2023-07-09,Least deprived,213,14.0698,241.1429,15.9288
2023-07-07,Friday,2023-07-09,Mid-range deprivation,265,13.2157,302.2857,15.0752
2023-07-07,Friday,2023-07-09,Most deprived,210,13.3854,226.1429,14.4143
2023-07-06,Thursday,2023-07-09,Least deprived,271,17.901,245.4286,16.2119
2023-07-06,Thursday,2023-07-09,Mid-range deprivation,312,15.5596,313.8571,15.6522
2023-07-06,Thursday,2023-07-09,Most deprived,210,13.3854,228,14.5327
2023-07-05,Wednesday,2023-07-09,Least deprived,272,17.9671,246.4286,16.2779
2023-07-05,Wednesday,2023-07-09,Mid-range deprivation,338,16.8562,321,16.0085
2023-07-05,Wednesday,2023-07-09,Most deprived,244,15.5526,240.5714,15.334
2023-07-04,Tuesday,2023-07-09,Least deprived,271,17.901,246.5714,16.2874
2023-07-04,Tuesday,2023-07-09,Mid-range deprivation,369,18.4022,330.1429,16.4644
2023-07-04,Tuesday,2023-07-09,Most deprived,273,17.401,251.2857,16.0169
2023-07-03,Monday,2023-07-09,Least deprived,284,18.7597,259.1429,17.1178
2023-07-03,Monday,2023-07-09,Mid-range deprivation,389,19.3996,341.8571,17.0486
2023-07-03,Monday,2023-07-09,Most deprived,340,21.6716,267.1429,17.0277
2023-07-02,Sunday,2023-07-02,Least deprived,194,12.8148,274.2857,18.1181
2023-07-02,Sunday,2023-07-02,Mid-range deprivation,249,12.4178,362,18.0531
2023-07-02,Sunday,2023-07-02,Most deprived,176,11.2182,282.1429,17.9838
2023-07-01,Saturday,2023-07-02,Least deprived,183,12.0881,277.7143,18.3445
2023-07-01,Saturday,2023-07-02,Mid-range deprivation,194,9.6749,375.5714,18.73
2023-07-01,Saturday,2023-07-02,Most deprived,130,8.2862,292.1429,18.6212
2023-06-30,Friday,2023-07-02,Least deprived,243,16.0515,282.4286,18.6559
2023-06-30,Friday,2023-07-02,Mid-range deprivation,346,17.2552,380,18.9508
2023-06-30,Friday,2023-07-02,Most deprived,223,14.214,299.2857,19.0765
2023-06-29,Thursday,2023-07-02,Least deprived,278,18.3634,288.4286,19.0523
2023-06-29,Thursday,2023-07-02,Mid-range deprivation,362,18.0531,388.7143,19.3854
2023-06-29,Thursday,2023-07-02,Most deprived,298,18.9945,309.2857,19.7139
2023-06-28,Wednesday,2023-07-02,Least deprived,273,18.0331,294.2857,19.4392
2023-06-28,Wednesday,2023-07-02,Mid-range deprivation,402,20.048,396.8571,19.7915
2023-06-28,Wednesday,2023-07-02,Most deprived,319,20.3331,314.1429,20.0235
2023-06-27,Tuesday,2023-07-02,Least deprived,359,23.7139,303.8571,20.0714
2023-06-27,Tuesday,2023-07-02,Mid-range deprivation,451,22.4916,413,20.5965
2023-06-27,Tuesday,2023-07-02,Most deprived,384,24.4762,320.4286,20.4241
2023-06-26,Monday,2023-07-02,Least deprived,390,25.7616,309.4286,20.4394
2023-06-26,Monday,2023-07-02,Mid-range deprivation,530,26.4314,429.1429,21.4016
2023-06-26,Monday,2023-07-02,Most deprived,445,28.3643,320,20.3968
2023-06-25,Sunday,2023-06-25,Least deprived,218,14.4001,317.2857,20.9584
2023-06-25,Sunday,2023-06-25,Mid-range deprivation,344,17.1555,440.1429,21.9502
2023-06-25,Sunday,2023-06-25,Most deprived,246,15.68,322.5714,20.5607
2023-06-24,Saturday,2023-06-25,Least deprived,216,14.268,326.7143,21.5813
2023-06-24,Saturday,2023-06-25,Mid-range deprivation,225,11.2209,448.1429,22.3491
2023-06-24,Saturday,2023-06-25,Most deprived,180,11.4732,324.7143,20.6973
2023-06-23,Friday,2023-06-25,Least deprived,285,18.8258,324.8571,21.4586
2023-06-23,Friday,2023-06-25,Mid-range deprivation,407,20.2973,453.4286,22.6127
2023-06-23,Friday,2023-06-25,Most deprived,293,18.6758,329.4286,20.9978
2023-06-22,Thursday,2023-06-25,Least deprived,319,21.0717,323.8571,21.3925
2023-06-22,Thursday,2023-06-25,Mid-range deprivation,419,20.8958,452,22.5415
2023-06-22,Thursday,2023-06-25,Most deprived,332,21.1617,332.2857,21.1799
2023-06-21,Wednesday,2023-06-25,Least deprived,340,22.4588,325.1429,21.4775
2023-06-21,Wednesday,2023-06-25,Mid-range deprivation,515,25.6833,462.5714,23.0687
2023-06-21,Wednesday,2023-06-25,Most deprived,363,23.1376,337.7143,21.5259
2023-06-20,Tuesday,2023-06-25,Least deprived,398,26.2901,333.2857,22.0153
2023-06-20,Tuesday,2023-06-25,Mid-range deprivation,564,28.127,465.1429,23.1969
2023-06-20,Tuesday,2023-06-25,Most deprived,381,24.2849,346.8571,22.1087
2023-06-19,Monday,2023-06-25,Least deprived,445,29.3947,333.5714,22.0342
2023-06-19,Monday,2023-06-25,Mid-range deprivation,607,30.2714,473.1429,23.5959
2023-06-19,Monday,2023-06-25,Most deprived,463,29.5116,358,22.8189
2023-06-18,Sunday,2023-06-18,Least deprived,284,18.7597,342,22.591
2023-06-18,Sunday,2023-06-18,Mid-range deprivation,400,19.9482,489.5714,24.4152
2023-06-18,Sunday,2023-06-18,Most deprived,261,16.6361,367.4286,23.4199
2023-06-17,Saturday,2023-06-18,Least deprived,203,13.4093,346.5714,22.8929
2023-06-17,Saturday,2023-06-18,Mid-range deprivation,262,13.0661,487.8571,24.3297
2023-06-17,Saturday,2023-06-18,Most deprived,213,13.5766,371.1429,23.6566
2023-06-16,Friday,2023-06-18,Least deprived,278,18.3634,353.7143,23.3648
2023-06-16,Friday,2023-06-18,Mid-range deprivation,397,19.7986,497.4286,24.807
2023-06-16,Friday,2023-06-18,Most deprived,313,19.9506,370,23.5838
2023-06-15,Thursday,2023-06-18,Least deprived,328,21.6662,367.8571,24.299
2023-06-15,Thursday,2023-06-18,Mid-range deprivation,493,24.5862,511.5714,25.5124
2023-06-15,Thursday,2023-06-18,Most deprived,370,23.5838,380.4286,24.2485
2023-06-14,Wednesday,2023-06-18,Least deprived,397,26.224,381.4286,25.1954
2023-06-14,Wednesday,2023-06-18,Mid-range deprivation,533,26.581,525.1429,26.1892
2023-06-14,Wednesday,2023-06-18,Most deprived,427,27.217,392.5714,25.0225
2023-06-13,Tuesday,2023-06-18,Least deprived,400,26.4222,394.4286,26.0542
2023-06-13,Tuesday,2023-06-18,Mid-range deprivation,620,30.9197,555.7143,27.7138
2023-06-13,Tuesday,2023-06-18,Most deprived,459,29.2567,401.7143,25.6053
2023-06-12,Monday,2023-06-18,Least deprived,504,33.2919,417.1429,27.5546
2023-06-12,Monday,2023-06-18,Mid-range deprivation,722,36.0065,583.8571,29.1173
2023-06-12,Monday,2023-06-18,Most deprived,529,33.7185,432.8571,27.5903
2023-06-11,Sunday,2023-06-11,Least deprived,316,20.8735,403.2857,26.6392
2023-06-11,Sunday,2023-06-11,Mid-range deprivation,388,19.3498,563.1429,28.0843
2023-06-11,Sunday,2023-06-11,Most deprived,287,18.2934,412.7143,26.3064
2023-06-10,Saturday,2023-06-11,Least deprived,253,16.712,403.5714,26.6581
2023-06-10,Saturday,2023-06-11,Mid-range deprivation,329,16.4074,564,28.127
2023-06-10,Saturday,2023-06-11,Most deprived,205,13.0667,408.7143,26.0514
2023-06-09,Friday,2023-06-11,Least deprived,377,24.9029,402.1429,26.5637
2023-06-09,Friday,2023-06-11,Mid-range deprivation,496,24.7358,573.4286,28.5972
2023-06-09,Friday,2023-06-11,Most deprived,386,24.6036,417,26.5796
2023-06-08,Thursday,2023-06-11,Least deprived,423,27.9414,412.1429,27.2243
2023-06-08,Thursday,2023-06-11,Mid-range deprivation,588,29.3239,584.7143,29.16
2023-06-08,Thursday,2023-06-11,Most deprived,455,29.0017,421.1429,26.8436
2023-06-07,Wednesday,2023-06-11,Least deprived,488,32.2351,422.1429,27.8848
2023-06-07,Wednesday,2023-06-11,Mid-range deprivation,747,37.2533,605.1429,30.1788
2023-06-07,Wednesday,2023-06-11,Most deprived,491,31.2963,430.4286,27.4355
2023-06-06,Tuesday,2023-06-11,Least deprived,559,36.925,437.7143,28.9134
2023-06-06,Tuesday,2023-06-11,Mid-range deprivation,817,40.7442,615.5714,30.6989
2023-06-06,Tuesday,2023-06-11,Most deprived,677,43.152,441.7143,28.1549
2023-06-05,Monday,2023-06-11,Least deprived,407,26.8846,450.2857,29.7438
2023-06-05,Monday,2023-06-11,Mid-range deprivation,577,28.7753,623.1429,31.0765
2023-06-05,Monday,2023-06-11,Most deprived,388,24.7311,434.2857,27.6814
2023-06-04,Sunday,2023-06-04,Least deprived,318,21.0056,511.1429,33.7638
2023-06-04,Sunday,2023-06-04,Mid-range deprivation,394,19.649,685.5714,34.1898
2023-06-04,Sunday,2023-06-04,Most deprived,259,16.5087,492.8571,31.4147
2023-06-03,Saturday,2023-06-04,Least deprived,243,16.0515,531.8571,35.1321
2023-06-03,Saturday,2023-06-04,Mid-range deprivation,395,19.6989,723,36.0564
2023-06-03,Saturday,2023-06-04,Most deprived,263,16.7636,520.1429,33.1539
2023-06-02,Friday,2023-06-04,Least deprived,447,29.5268,555,36.6608
2023-06-02,Friday,2023-06-04,Mid-range deprivation,575,28.6756,727,36.2559
2023-06-02,Friday,2023-06-04,Most deprived,415,26.4521,527.5714,33.6274
2023-06-01,Thursday,2023-06-04,Least deprived,493,32.5653,560,36.991
2023-06-01,Thursday,2023-06-04,Mid-range deprivation,731,36.4554,741.5714,36.9826
2023-06-01,Thursday,2023-06-04,Most deprived,520,33.1448,537,34.2284
2023-05-31,Wednesday,2023-06-04,Least deprived,597,39.4351,571,37.7177
2023-05-31,Wednesday,2023-06-04,Mid-range deprivation,820,40.8939,745,37.1536
2023-05-31,Wednesday,2023-06-04,Most deprived,570,36.3318,544.4286,34.7019
2023-05-30,Tuesday,2023-06-04,Least deprived,647,42.7379,580.8571,38.3688
2023-05-30,Tuesday,2023-06-04,Mid-range deprivation,870,43.3874,751.7143,37.4884
2023-05-30,Tuesday,2023-06-04,Most deprived,625,39.8375,558.4286,35.5942
2023-05-29,Monday,2023-06-04,Least deprived,833,55.0242,596.2857,39.3879
2023-05-29,Monday,2023-06-04,Mid-range deprivation,1014,50.5687,759,37.8518
2023-05-29,Monday,2023-06-04,Most deprived,798,50.8645,573.2857,36.5412
2023-05-28,Sunday,2023-05-28,Least deprived,463,30.5837,602.5714,39.8031
2023-05-28,Sunday,2023-05-28,Mid-range deprivation,656,32.7151,776.4286,38.7209
2023-05-28,Sunday,2023-05-28,Most deprived,450,28.683,570.4286,36.3591
2023-05-27,Saturday,2023-05-28,Least deprived,405,26.7525,607.8571,40.1523
2023-05-27,Saturday,2023-05-28,Mid-range deprivation,423,21.0952,771.2857,38.4645
2023-05-27,Saturday,2023-05-28,Most deprived,315,20.0781,567.1429,36.1497
2023-05-26,Friday,2023-05-28,Least deprived,482,31.8387,605.8571,40.0202
2023-05-26,Friday,2023-05-28,Mid-range deprivation,677,33.7624,783.5714,39.0771
2023-05-26,Friday,2023-05-28,Most deprived,481,30.6589,568.7143,36.2498
2023-05-25,Thursday,2023-05-28,Least deprived,570,37.6516,624.2857,41.2375
2023-05-25,Thursday,2023-05-28,Mid-range deprivation,755,37.6523,784.8571,39.1413
2023-05-25,Thursday,2023-05-28,Most deprived,572,36.4593,564.4286,35.9767
2023-05-24,Wednesday,2023-05-28,Least deprived,666,43.9929,628.2857,41.5017
2023-05-24,Wednesday,2023-05-28,Mid-range deprivation,867,43.2378,779,38.8492
2023-05-24,Wednesday,2023-05-28,Most deprived,668,42.5783,558.5714,35.6033
2023-05-23,Tuesday,2023-05-28,Least deprived,755,49.8719,629.1429,41.5583
2023-05-23,Tuesday,2023-05-28,Mid-range deprivation,921,45.9308,776.5714,38.7281
2023-05-23,Tuesday,2023-05-28,Most deprived,729,46.4664,550.2857,35.0752
2023-05-22,Monday,2023-05-28,Least deprived,877,57.9306,615.5714,40.6618
2023-05-22,Monday,2023-05-28,Mid-range deprivation,1136,56.653,774.2857,38.6141
2023-05-22,Monday,2023-05-28,Most deprived,778,49.5897,529.2857,33.7367
2023-05-21,Sunday,2023-05-21,Least deprived,500,33.0277,605.7143,40.0107
2023-05-21,Sunday,2023-05-21,Mid-range deprivation,620,30.9197,751.2857,37.467
2023-05-21,Sunday,2023-05-21,Most deprived,427,27.217,506.4286,32.2797
2023-05-20,Saturday,2023-05-21,Least deprived,391,25.8277,593.7143,39.2181
2023-05-20,Saturday,2023-05-21,Mid-range deprivation,509,25.3841,747,37.2533
2023-05-20,Saturday,2023-05-21,Most deprived,326,20.7792,495.7143,31.596800000000002
2023-05-19,Friday,2023-05-21,Least deprived,611,40.3599,585.2857,38.6613
2023-05-19,Friday,2023-05-21,Mid-range deprivation,686,34.2112,732.1429,36.5124
2023-05-19,Friday,2023-05-21,Most deprived,451,28.7467,487.4286,31.0687
2023-05-18,Thursday,2023-05-21,Least deprived,598,39.5011,560,36.991
2023-05-18,Thursday,2023-05-21,Mid-range deprivation,714,35.6076,719.2857,35.8712
2023-05-18,Thursday,2023-05-21,Most deprived,531,33.8459,475.2857,30.2947
2023-05-17,Wednesday,2023-05-21,Least deprived,672,44.3893,550.4286,36.3588
2023-05-17,Wednesday,2023-05-21,Mid-range deprivation,850,42.39,714.1429,35.6147
2023-05-17,Wednesday,2023-05-21,Most deprived,610,38.8814,463.4286,29.5389
2023-05-16,Tuesday,2023-05-21,Least deprived,660,43.5966,530.1429,35.0188
2023-05-16,Tuesday,2023-05-21,Mid-range deprivation,905,45.1329,697.7143,34.7954
2023-05-16,Tuesday,2023-05-21,Most deprived,582,37.0967,450.8571,28.7376
2023-05-15,Monday,2023-05-21,Least deprived,808,53.3728,518.5714,34.2545
2023-05-15,Monday,2023-05-21,Mid-range deprivation,975,48.6238,685,34.1613
2023-05-15,Monday,2023-05-21,Most deprived,618,39.3913,442.7143,28.2186
2023-05-14,Sunday,2023-05-14,Least deprived,416,27.4791,507.7143,33.5373
2023-05-14,Sunday,2023-05-14,Mid-range deprivation,590,29.4236,681.4286,33.9832
2023-05-14,Sunday,2023-05-14,Most deprived,352,22.4365,456.1429,29.0745
2023-05-13,Saturday,2023-05-14,Least deprived,332,21.9304,511,33.7543
2023-05-13,Saturday,2023-05-14,Mid-range deprivation,405,20.1976,684,34.1115
2023-05-13,Saturday,2023-05-14,Most deprived,268,17.0823,455.1429,29.0108
2023-05-12,Friday,2023-05-14,Least deprived,434,28.6681,517.4286,34.179
2023-05-12,Friday,2023-05-14,Mid-range deprivation,596,29.7229,698,34.8097
2023-05-12,Friday,2023-05-14,Most deprived,366,23.3288,462.8571,29.5025
2023-05-11,Thursday,2023-05-14,Least deprived,531,35.0754,526.2857,34.764
2023-05-11,Thursday,2023-05-14,Mid-range deprivation,678,33.8122,701.7143,34.9949
2023-05-11,Thursday,2023-05-14,Most deprived,448,28.5555,475.1429,30.2856
2023-05-10,Wednesday,2023-05-14,Least deprived,530,35.0094,525.7143,34.7263
2023-05-10,Wednesday,2023-05-14,Mid-range deprivation,735,36.6549,714,35.6076
2023-05-10,Wednesday,2023-05-14,Most deprived,522,33.2723,488.1429,31.1142
2023-05-09,Tuesday,2023-05-14,Least deprived,579,38.2461,532.5714,35.1792
2023-05-09,Tuesday,2023-05-14,Mid-range deprivation,816,40.6944,715.4286,35.6788
2023-05-09,Tuesday,2023-05-14,Most deprived,525,33.4635,491,31.2963
2023-05-08,Monday,2023-05-14,Least deprived,732,48.3526,530.5714,35.0471
2023-05-08,Monday,2023-05-14,Mid-range deprivation,950,47.377,709,35.3582
2023-05-08,Monday,2023-05-14,Most deprived,712,45.3829,499.8571,31.8609
2023-05-07,Sunday,2023-05-07,Least deprived,439,28.9983,513.7143,33.9336
2023-05-07,Sunday,2023-05-07,Mid-range deprivation,608,30.3213,708.2857,35.3226
2023-05-07,Sunday,2023-05-07,Most deprived,345,21.9903,497,31.6788
2023-05-06,Saturday,2023-05-07,Least deprived,377,24.9029,507.4286,33.5184
2023-05-06,Saturday,2023-05-07,Mid-range deprivation,503,25.0849,694,34.6102
2023-05-06,Saturday,2023-05-07,Most deprived,322,20.5243,505,32.1887
2023-05-05,Friday,2023-05-07,Least deprived,496,32.7635,498.1429,32.905
2023-05-05,Friday,2023-05-07,Mid-range deprivation,622,31.0195,674.4286,33.6341
2023-05-05,Friday,2023-05-07,Most deprived,452,28.8105,498.4286,31.7698
2023-05-04,Thursday,2023-05-07,Least deprived,527,34.8112,495,32.6974
2023-05-04,Thursday,2023-05-07,Mid-range deprivation,764,38.1011,678.2857,33.8265
2023-05-04,Thursday,2023-05-07,Most deprived,539,34.3559,500.5714,31.9064
2023-05-03,Wednesday,2023-05-07,Least deprived,578,38.18,494,32.6314
2023-05-03,Wednesday,2023-05-07,Mid-range deprivation,745,37.1536,666.8571,33.2565
2023-05-03,Wednesday,2023-05-07,Most deprived,542,34.5471,492.5714,31.3965
2023-05-02,Tuesday,2023-05-07,Least deprived,565,37.3213,496.7143,32.8107
2023-05-02,Tuesday,2023-05-07,Mid-range deprivation,771,38.4502,680.4286,33.9334
2023-05-02,Tuesday,2023-05-07,Most deprived,587,37.4154,500.1429,31.8791
2023-05-01,Monday,2023-05-07,Least deprived,614,40.558,485,32.0369
2023-05-01,Monday,2023-05-07,Mid-range deprivation,945,47.1277,655,32.6652
2023-05-01,Monday,2023-05-07,Most deprived,692,44.1081,469.8571,29.9487
2023-04-30,Sunday,2023-04-30,Least deprived,395,26.0919,476.2857,31.4613
2023-04-30,Sunday,2023-04-30,Mid-range deprivation,508,25.3342,629.7143,31.4042
2023-04-30,Sunday,2023-04-30,Most deprived,401,25.5597,443.8571,28.2914
2023-04-29,Saturday,2023-04-30,Least deprived,312,20.6093,470.2857,31.0649
2023-04-29,Saturday,2023-04-30,Mid-range deprivation,366,18.2526,626.5714,31.2475
2023-04-29,Saturday,2023-04-30,Most deprived,276,17.5922,431.8571,27.5266
2023-04-28,Friday,2023-04-30,Least deprived,474,31.3103,475,31.3763
2023-04-28,Friday,2023-04-30,Mid-range deprivation,649,32.366,635.5714,31.6963
