case_date,case_weekday,case_week_ending,deprivation_lmm,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2022-03-05,Saturday,2022-03-06,Least deprived,3469,229.1463,3910.2857,258.2956
2022-03-05,Saturday,2022-03-06,Mid-range deprivation,5474,272.9915,6675.4286,332.9074
2022-03-05,Saturday,2022-03-06,Most deprived,5991,381.8662,8495,541.4711
2022-03-04,Friday,2022-03-06,Least deprived,3984,263.1648,3758.2857,248.2552
2022-03-04,Friday,2022-03-06,Mid-range deprivation,6576,327.9488,6498.2857,324.0732
2022-03-04,Friday,2022-03-06,Most deprived,7972,508.1351,8476.2857,540.2783
2022-03-03,Thursday,2022-03-06,Least deprived,4422,292.0971,3869.4286,255.5968
2022-03-03,Thursday,2022-03-06,Mid-range deprivation,7695,383.754,6717.2857,334.9948
2022-03-03,Thursday,2022-03-06,Most deprived,9993,636.9536,8910.7143,567.9688
2022-03-02,Wednesday,2022-03-06,Least deprived,4558,301.0807,3391.4286,224.0223
2022-03-02,Wednesday,2022-03-06,Mid-range deprivation,7770,387.4943,5876.7143,293.075
2022-03-02,Wednesday,2022-03-06,Most deprived,10006,637.7823,7806.8571,497.6089
2022-03-01,Tuesday,2022-03-06,Least deprived,4370,288.6622,2834.1429,187.2105
2022-03-01,Tuesday,2022-03-06,Mid-range deprivation,7593,378.6672,4949.1429,246.8165
2022-03-01,Tuesday,2022-03-06,Most deprived,9866,628.8587,6651.2857,423.9528
2022-02-28,Monday,2022-03-06,Least deprived,3725,246.0565,2300.2857,151.9464
2022-02-28,Monday,2022-03-06,Mid-range deprivation,6686,333.4346,4017.1429,200.3372
2022-02-28,Monday,2022-03-06,Most deprived,9114,580.9262,5481.2857,349.3771
2022-02-27,Sunday,2022-02-27,Least deprived,2844,187.8617,1838.7143,121.4571
2022-02-27,Sunday,2022-02-27,Mid-range deprivation,4934,246.0613,3184.8571,158.8306
2022-02-27,Sunday,2022-02-27,Most deprived,6523,415.7759,4383,279.3723
2022-02-26,Saturday,2022-02-27,Least deprived,2405,158.8633,1477.8571,97.6205
2022-02-26,Saturday,2022-02-27,Mid-range deprivation,4234,211.152,2572.1429,128.2742
2022-02-26,Saturday,2022-02-27,Most deprived,5860,373.5163,3605.8571,229.8373
2022-02-25,Friday,2022-02-27,Least deprived,4762,314.556,1184.5714,78.2474
2022-02-25,Friday,2022-02-27,Mid-range deprivation,8109,404.4004,2076.1429,103.5384
2022-02-25,Friday,2022-02-27,Most deprived,11013,701.9684,2960.7143,188.7159
2022-02-24,Thursday,2022-02-27,Least deprived,1076,71.0756,544.7143,35.9813
2022-02-24,Thursday,2022-02-27,Mid-range deprivation,1811,90.3156,992.8571,49.5143
2022-02-24,Thursday,2022-02-27,Most deprived,2266,144.4348,1518.5714,96.7937
2022-02-23,Wednesday,2022-02-27,Least deprived,657,43.3984,432.5714,28.5737
2022-02-23,Wednesday,2022-02-27,Mid-range deprivation,1277,63.6847,812.7143,40.5305
2022-02-23,Wednesday,2022-02-27,Most deprived,1917,122.1895,1341.1429,85.4844
2022-02-22,Tuesday,2022-02-27,Least deprived,633,41.8131,368,24.3084
2022-02-22,Tuesday,2022-02-27,Mid-range deprivation,1069,53.3116,694,34.6102
2022-02-22,Tuesday,2022-02-27,Most deprived,1676,106.8282,1191,75.9143
2022-02-21,Monday,2022-02-27,Least deprived,494,32.6314,300.8571,19.8732
2022-02-21,Monday,2022-02-27,Mid-range deprivation,860,42.8887,591.2857,29.4878
2022-02-21,Monday,2022-02-27,Most deprived,1426,90.8932,1045.1429,66.6174
2022-02-20,Sunday,2022-02-20,Least deprived,318,21.0056,246.4286,16.2779
2022-02-20,Sunday,2022-02-20,Mid-range deprivation,645,32.1665,500.4286,24.9567
2022-02-20,Sunday,2022-02-20,Most deprived,1083,69.0304,899.8571,57.3569
2022-02-19,Saturday,2022-02-20,Least deprived,352,23.2515,213.2857,14.0887
2022-02-19,Saturday,2022-02-20,Mid-range deprivation,762,38.0014,433.4286,21.6153
2022-02-19,Saturday,2022-02-20,Most deprived,1344,85.6665,802.5714,51.1559
2022-02-18,Friday,2022-02-20,Least deprived,283,18.6937,175.2857,11.5786
2022-02-18,Friday,2022-02-20,Mid-range deprivation,526,26.2319,349.2857,17.4191
2022-02-18,Friday,2022-02-20,Most deprived,918,58.5133,675.5714,43.0609
2022-02-17,Thursday,2022-02-20,Least deprived,291,19.2221,148,9.7762
2022-02-17,Thursday,2022-02-20,Mid-range deprivation,550,27.4288,301.7143,15.0467
2022-02-17,Thursday,2022-02-20,Most deprived,1024,65.2697,598.1429,38.1256
2022-02-16,Wednesday,2022-02-20,Least deprived,205,13.5414,117,7.7285
2022-02-16,Wednesday,2022-02-20,Mid-range deprivation,446,22.2423,243.2857,12.1328
2022-02-16,Wednesday,2022-02-20,Most deprived,866,55.1988,486.1429,30.9867
2022-02-15,Tuesday,2022-02-20,Least deprived,163,10.767,95.7143,6.3224
2022-02-15,Tuesday,2022-02-20,Mid-range deprivation,350,17.4547,197.7143,9.8601
2022-02-15,Tuesday,2022-02-20,Most deprived,655,41.7497,398.8571,25.4231
2022-02-14,Monday,2022-02-20,Least deprived,113,7.4643,76,5.0202
2022-02-14,Monday,2022-02-20,Mid-range deprivation,224,11.171,156.2857,7.7941
2022-02-14,Monday,2022-02-20,Most deprived,409,26.0697,318.5714,20.3057
2022-02-13,Sunday,2022-02-13,Least deprived,86,5.6808,66,4.3597
2022-02-13,Sunday,2022-02-13,Mid-range deprivation,176,8.7772,135.1429,6.7397
2022-02-13,Sunday,2022-02-13,Most deprived,402,25.6235,281.2857,17.9291
2022-02-12,Saturday,2022-02-13,Least deprived,86,5.6808,61.1429,4.0388
2022-02-12,Saturday,2022-02-13,Mid-range deprivation,173,8.6276,119.4286,5.956
2022-02-12,Saturday,2022-02-13,Most deprived,455,29.0017,239.1429,15.243
2022-02-11,Friday,2022-02-13,Least deprived,92,6.0771,53.1429,3.5104
2022-02-11,Friday,2022-02-13,Mid-range deprivation,193,9.625,105.2857,5.2507
2022-02-11,Friday,2022-02-13,Most deprived,376,23.9662,188,11.9831
2022-02-10,Thursday,2022-02-13,Least deprived,74,4.8881,48.4286,3.199
2022-02-10,Thursday,2022-02-13,Mid-range deprivation,141,7.0317,92.7143,4.6237
2022-02-10,Thursday,2022-02-13,Most deprived,240,15.2976,150,9.561
2022-02-09,Wednesday,2022-02-13,Least deprived,56,3.6991,46,3.0385
2022-02-09,Wednesday,2022-02-13,Mid-range deprivation,127,6.3336,86,4.2889
2022-02-09,Wednesday,2022-02-13,Most deprived,255,16.2537,132,8.4137
2022-02-08,Tuesday,2022-02-13,Least deprived,25,1.6514,43.5714,2.8781
2022-02-08,Tuesday,2022-02-13,Mid-range deprivation,60,2.9922,75.7143,3.7759
2022-02-08,Tuesday,2022-02-13,Most deprived,93,5.9278,109.5714,6.9841
2022-02-07,Monday,2022-02-13,Least deprived,43,2.8404,46,3.0385
2022-02-07,Monday,2022-02-13,Mid-range deprivation,76,3.7902,76.2857,3.8044
2022-02-07,Monday,2022-02-13,Most deprived,148,9.4335,105.7143,6.7382
2022-02-06,Sunday,2022-02-06,Least deprived,52,3.4349,45.5714,3.0102
2022-02-06,Sunday,2022-02-06,Mid-range deprivation,66,3.2915,74.7143,3.726
2022-02-06,Sunday,2022-02-06,Most deprived,107,6.8202,92.8571,5.9187
2022-02-05,Saturday,2022-02-06,Least deprived,30,1.9817,43.2857,2.8593
2022-02-05,Saturday,2022-02-06,Mid-range deprivation,74,3.6904,71,3.5408
2022-02-05,Saturday,2022-02-06,Most deprived,97,6.1828,84.5714,5.3906
2022-02-04,Friday,2022-02-06,Least deprived,59,3.8973,44.4286,2.9347
2022-02-04,Friday,2022-02-06,Mid-range deprivation,105,5.2364,71.5714,3.5693
2022-02-04,Friday,2022-02-06,Most deprived,110,7.0114,79.1429,5.0446
2022-02-03,Thursday,2022-02-06,Least deprived,57,3.7652,40.7143,2.6894
2022-02-03,Thursday,2022-02-06,Mid-range deprivation,94,4.6878,64.7143,3.2273
2022-02-03,Thursday,2022-02-06,Most deprived,114,7.2664,71,4.5255
2022-02-02,Wednesday,2022-02-06,Least deprived,39,2.5762,36.8571,2.4346
2022-02-02,Wednesday,2022-02-06,Mid-range deprivation,55,2.7429,59.4286,2.9637
2022-02-02,Wednesday,2022-02-06,Most deprived,98,6.2465,62.8571,4.0065
2022-02-01,Tuesday,2022-02-06,Least deprived,42,2.7743,34.8571,2.3025
2022-02-01,Tuesday,2022-02-06,Mid-range deprivation,64,3.1917,57.5714,2.8711
2022-02-01,Tuesday,2022-02-06,Most deprived,66,4.2068,55.1429,3.5148
2022-01-31,Monday,2022-02-06,Least deprived,40,2.6422,31.5714,2.0855
2022-01-31,Monday,2022-02-06,Mid-range deprivation,65,3.2416,50.7143,2.5291
2022-01-31,Monday,2022-02-06,Most deprived,58,3.6969,48.5714,3.0959
2022-01-30,Sunday,2022-01-30,Least deprived,36,2.378,27.8571,1.8401
2022-01-30,Sunday,2022-01-30,Mid-range deprivation,40,1.9948,44,2.1943
2022-01-30,Sunday,2022-01-30,Most deprived,49,3.1233,43.1429,2.7499
2022-01-29,Saturday,2022-01-30,Least deprived,38,2.5101,25.1429,1.6608
2022-01-29,Saturday,2022-01-30,Mid-range deprivation,78,3.8899,42,2.0946
2022-01-29,Saturday,2022-01-30,Most deprived,59,3.7607,39.8571,2.5405
2022-01-28,Friday,2022-01-30,Least deprived,33,2.1798,21.2857,1.406
2022-01-28,Friday,2022-01-30,Mid-range deprivation,57,2.8426,33.5714,1.6742
2022-01-28,Friday,2022-01-30,Most deprived,53,3.3782,36.2857,2.3129
2022-01-27,Thursday,2022-01-30,Least deprived,30,1.9817,18.1429,1.1984
2022-01-27,Thursday,2022-01-30,Mid-range deprivation,57,2.8426,28.4286,1.4177
2022-01-27,Thursday,2022-01-30,Most deprived,57,3.6332,33.5714,2.1398
2022-01-26,Wednesday,2022-01-30,Least deprived,25,1.6514,17,1.1229
2022-01-26,Wednesday,2022-01-30,Mid-range deprivation,42,2.0946,23.2857,1.1613
2022-01-26,Wednesday,2022-01-30,Most deprived,44,2.8046,29.1429,1.8576
2022-01-25,Tuesday,2022-01-30,Least deprived,19,1.2551,15.8571,1.0475
2022-01-25,Tuesday,2022-01-30,Mid-range deprivation,16,0.7979,18.7143,0.9333
2022-01-25,Tuesday,2022-01-30,Most deprived,20,1.2748,25.8571,1.6481
2022-01-24,Monday,2022-01-30,Least deprived,14,0.9248,14.7143,0.972
2022-01-24,Monday,2022-01-30,Mid-range deprivation,18,0.8977,19.7143,0.9832
2022-01-24,Monday,2022-01-30,Most deprived,20,1.2748,26.4286,1.6846
2022-01-23,Sunday,2022-01-23,Least deprived,17,1.1229,15.7143,1.038
2022-01-23,Sunday,2022-01-23,Mid-range deprivation,26,1.2966,20.4286,1.0188
2022-01-23,Sunday,2022-01-23,Most deprived,26,1.6572,27.5714,1.7574
2022-01-22,Saturday,2022-01-23,Least deprived,11,0.7266,14.1429,0.9342
2022-01-22,Saturday,2022-01-23,Mid-range deprivation,19,0.9475,17.8571,0.8905
2022-01-22,Saturday,2022-01-23,Most deprived,34,2.1672,25.7143,1.639
2022-01-21,Friday,2022-01-23,Least deprived,11,0.7266,15.4286,1.0191
2022-01-21,Friday,2022-01-23,Mid-range deprivation,21,1.0473,19.1429,0.9547
2022-01-21,Friday,2022-01-23,Most deprived,34,2.1672,25.2857,1.6117
2022-01-20,Thursday,2022-01-23,Least deprived,22,1.4532,15.1429,1.0003
2022-01-20,Thursday,2022-01-23,Mid-range deprivation,21,1.0473,19,0.9475
2022-01-20,Thursday,2022-01-23,Most deprived,26,1.6572,23,1.466
2022-01-19,Wednesday,2022-01-23,Least deprived,17,1.1229,13.7143,0.9059
2022-01-19,Wednesday,2022-01-23,Mid-range deprivation,10,0.4987,17.7143,0.8834
2022-01-19,Wednesday,2022-01-23,Most deprived,21,1.3385,21.7143,1.3841
2022-01-18,Tuesday,2022-01-23,Least deprived,11,0.7266,13.2857,0.8776
2022-01-18,Tuesday,2022-01-23,Mid-range deprivation,23,1.147,19.2857,0.9618
2022-01-18,Tuesday,2022-01-23,Most deprived,24,1.5298,21.4286,1.3659
2022-01-17,Monday,2022-01-23,Least deprived,21,1.3872,14.1429,0.9342
2022-01-17,Monday,2022-01-23,Mid-range deprivation,23,1.147,18.4286,0.919
2022-01-17,Monday,2022-01-23,Most deprived,28,1.7847,20.1429,1.2839
2022-01-16,Sunday,2022-01-16,Least deprived,6,0.3963,12.5714,0.8304
2022-01-16,Sunday,2022-01-16,Mid-range deprivation,8,0.399,18.1429,0.9048
2022-01-16,Sunday,2022-01-16,Most deprived,13,0.8286,18.1429,1.1564
2022-01-15,Saturday,2022-01-16,Least deprived,20,1.3211,13.1429,0.8682
2022-01-15,Saturday,2022-01-16,Mid-range deprivation,28,1.3964,20.2857,1.0117
2022-01-15,Saturday,2022-01-16,Most deprived,31,1.9759,18.8571,1.202
2022-01-14,Friday,2022-01-16,Least deprived,9,0.5945,12.7143,0.8398
2022-01-14,Friday,2022-01-16,Mid-range deprivation,20,0.9974,19,0.9475
2022-01-14,Friday,2022-01-16,Most deprived,18,1.1473,16.8571,1.0745
2022-01-13,Thursday,2022-01-16,Least deprived,12,0.7927,13.8571,0.9153
2022-01-13,Thursday,2022-01-16,Mid-range deprivation,12,0.5984,19.1429,0.9547
2022-01-13,Thursday,2022-01-16,Most deprived,17,1.0836,17.4286,1.1109
2022-01-12,Wednesday,2022-01-16,Least deprived,14,0.9248,13.8571,0.9153
2022-01-12,Wednesday,2022-01-16,Mid-range deprivation,21,1.0473,19.8571,0.9903
2022-01-12,Wednesday,2022-01-16,Most deprived,19,1.2111,19.8571,1.2657
2022-01-11,Tuesday,2022-01-16,Least deprived,17,1.1229,13.8571,0.9153
2022-01-11,Tuesday,2022-01-16,Mid-range deprivation,17,0.8478,19.4286,0.9689
2022-01-11,Tuesday,2022-01-16,Most deprived,15,0.9561,19.2857,1.2293
2022-01-10,Monday,2022-01-16,Least deprived,10,0.6606,13,0.8587
2022-01-10,Monday,2022-01-16,Mid-range deprivation,21,1.0473,18.1429,0.9048
2022-01-10,Monday,2022-01-16,Most deprived,14,0.8924,20.2857,1.293
2022-01-09,Sunday,2022-01-09,Least deprived,10,0.6606,12.5714,0.8304
2022-01-09,Sunday,2022-01-09,Mid-range deprivation,23,1.147,16.2857,0.8122
2022-01-09,Sunday,2022-01-09,Most deprived,18,1.1473,21.4286,1.3659
2022-01-08,Saturday,2022-01-09,Least deprived,17,1.1229,12.1429,0.8021
2022-01-08,Saturday,2022-01-09,Mid-range deprivation,19,0.9475,14.8571,0.7409
2022-01-08,Saturday,2022-01-09,Most deprived,17,1.0836,21.1429,1.3476
2022-01-07,Friday,2022-01-09,Least deprived,17,1.1229,11.2857,0.7455
2022-01-07,Friday,2022-01-09,Mid-range deprivation,21,1.0473,14.4286,0.7196
2022-01-07,Friday,2022-01-09,Most deprived,22,1.4023,23,1.466
2022-01-06,Thursday,2022-01-09,Least deprived,12,0.7927,10.4286,0.6889
2022-01-06,Thursday,2022-01-09,Mid-range deprivation,17,0.8478,13.5714,0.6768
2022-01-06,Thursday,2022-01-09,Most deprived,34,2.1672,25.1429,1.6026
2022-01-05,Wednesday,2022-01-09,Least deprived,14,0.9248,10.8571,0.7172
2022-01-05,Wednesday,2022-01-09,Mid-range deprivation,18,0.8977,12.5714,0.6269
2022-01-05,Wednesday,2022-01-09,Most deprived,15,0.9561,24.8571,1.5844
2022-01-04,Tuesday,2022-01-09,Least deprived,11,0.7266,10.8571,0.7172
2022-01-04,Tuesday,2022-01-09,Mid-range deprivation,8,0.399,11.8571,0.5913
2022-01-04,Tuesday,2022-01-09,Most deprived,22,1.4023,25,1.5935
2022-01-03,Monday,2022-01-09,Least deprived,7,0.4624,9.7143,0.6417
2022-01-03,Monday,2022-01-09,Mid-range deprivation,8,0.399,12.7143,0.6341
2022-01-03,Monday,2022-01-09,Most deprived,22,1.4023,29.2857,1.8667
2022-01-02,Sunday,2022-01-02,Least deprived,7,0.4624,9.2857,0.6134
2022-01-02,Sunday,2022-01-02,Mid-range deprivation,13,0.6483,12.5714,0.6269
2022-01-02,Sunday,2022-01-02,Most deprived,16,1.0198,28.8571,1.8394
2022-01-01,Saturday,2022-01-02,Least deprived,11,0.7266,8.7143,0.5756
2022-01-01,Saturday,2022-01-02,Mid-range deprivation,16,0.7979,12.5714,0.6269
2022-01-01,Saturday,2022-01-02,Most deprived,30,1.9122,29.2857,1.8667
2021-12-31,Friday,2022-01-02,Least deprived,11,0.7266,7.7143,0.5096
2021-12-31,Friday,2022-01-02,Mid-range deprivation,15,0.7481,11,0.5486
2021-12-31,Friday,2022-01-02,Most deprived,37,2.3584,30,1.9122
2021-12-30,Thursday,2022-01-02,Least deprived,15,0.9908,7.1429,0.4718
2021-12-30,Thursday,2022-01-02,Mid-range deprivation,10,0.4987,13.1429,0.6554
2021-12-30,Thursday,2022-01-02,Most deprived,32,2.0397,30.8571,1.9668
2021-12-29,Wednesday,2022-01-02,Least deprived,14,0.9248,6.2857,0.4152
2021-12-29,Wednesday,2022-01-02,Mid-range deprivation,13,0.6483,13.7143,0.6839
2021-12-29,Wednesday,2022-01-02,Most deprived,16,1.0198,30.1429,1.9213
2021-12-28,Tuesday,2022-01-02,Least deprived,3,0.1982,5.1429,0.3397
2021-12-28,Tuesday,2022-01-02,Mid-range deprivation,14,0.6982,15.1429,0.7552
2021-12-28,Tuesday,2022-01-02,Most deprived,52,3.3145,35.2857,2.2491
2021-12-27,Monday,2022-01-02,Least deprived,4,0.2642,5.5714,0.368
2021-12-27,Monday,2022-01-02,Mid-range deprivation,7,0.3491,14.8571,0.7409
2021-12-27,Monday,2022-01-02,Most deprived,19,1.2111,32.8571,2.0943
2021-12-26,Sunday,2021-12-26,Least deprived,3,0.1982,5.7143,0.3775
2021-12-26,Sunday,2021-12-26,Mid-range deprivation,13,0.6483,14.8571,0.7409
2021-12-26,Sunday,2021-12-26,Most deprived,19,1.2111,33.2857,2.1216
2021-12-25,Saturday,2021-12-26,Least deprived,4,0.2642,5.8571,0.3869
2021-12-25,Saturday,2021-12-26,Mid-range deprivation,5,0.2494,14.5714,0.7267
2021-12-25,Saturday,2021-12-26,Most deprived,35,2.2309,34.7143,2.2127
2021-12-24,Friday,2021-12-26,Least deprived,7,0.4624,5.5714,0.368
2021-12-24,Friday,2021-12-26,Mid-range deprivation,30,1.4961,16.5714,0.8264
2021-12-24,Friday,2021-12-26,Most deprived,43,2.7408,37.4286,2.3857
2021-12-23,Thursday,2021-12-26,Least deprived,9,0.5945,5.5714,0.368
2021-12-23,Thursday,2021-12-26,Mid-range deprivation,14,0.6982,14.8571,0.7409
2021-12-23,Thursday,2021-12-26,Most deprived,27,1.721,36.5714,2.3311
2021-12-22,Wednesday,2021-12-26,Least deprived,6,0.3963,5.2857,0.3492
2021-12-22,Wednesday,2021-12-26,Mid-range deprivation,23,1.147,15.1429,0.7552
2021-12-22,Wednesday,2021-12-26,Most deprived,52,3.3145,40.5714,2.586
2021-12-21,Tuesday,2021-12-26,Least deprived,6,0.3963,5.5714,0.368
2021-12-21,Tuesday,2021-12-26,Mid-range deprivation,12,0.5984,14.8571,0.7409
2021-12-21,Tuesday,2021-12-26,Most deprived,35,2.2309,43,2.7408
2021-12-20,Monday,2021-12-26,Least deprived,5,0.3303,5.1429,0.3397
2021-12-20,Monday,2021-12-26,Mid-range deprivation,7,0.3491,15.7143,0.7837
2021-12-20,Monday,2021-12-26,Most deprived,22,1.4023,45.5714,2.9047
2021-12-19,Sunday,2021-12-19,Least deprived,4,0.2642,5.4286,0.3586
2021-12-19,Sunday,2021-12-19,Mid-range deprivation,11,0.5486,16.8571,0.8407
2021-12-19,Sunday,2021-12-19,Most deprived,29,1.8485,48.1429,3.0686
2021-12-18,Saturday,2021-12-19,Least deprived,2,0.1321,5,0.3303
2021-12-18,Saturday,2021-12-19,Mid-range deprivation,19,0.9475,17.2857,0.862
2021-12-18,Saturday,2021-12-19,Most deprived,54,3.442,52,3.3145
2021-12-17,Friday,2021-12-19,Least deprived,7,0.4624,5.5714,0.368
2021-12-17,Friday,2021-12-19,Mid-range deprivation,18,0.8977,17.2857,0.862
2021-12-17,Friday,2021-12-19,Most deprived,37,2.3584,54.1429,3.4511
2021-12-16,Thursday,2021-12-19,Least deprived,7,0.4624,5.1429,0.3397
2021-12-16,Thursday,2021-12-19,Mid-range deprivation,16,0.7979,16.8571,0.8407
2021-12-16,Thursday,2021-12-19,Most deprived,55,3.5057,58.2857,3.7151
2021-12-15,Wednesday,2021-12-19,Least deprived,8,0.5284,5.8571,0.3869
2021-12-15,Wednesday,2021-12-19,Mid-range deprivation,21,1.0473,16.5714,0.8264
2021-12-15,Wednesday,2021-12-19,Most deprived,69,4.3981,59.7143,3.8062
2021-12-14,Tuesday,2021-12-19,Least deprived,3,0.1982,5.8571,0.3869
2021-12-14,Tuesday,2021-12-19,Mid-range deprivation,18,0.8977,16.1429,0.8051
2021-12-14,Tuesday,2021-12-19,Most deprived,53,3.3782,61.8571,3.9428
2021-12-13,Monday,2021-12-19,Least deprived,7,0.4624,7.2857,0.4813
2021-12-13,Monday,2021-12-19,Mid-range deprivation,15,0.7481,16.8571,0.8407
2021-12-13,Monday,2021-12-19,Most deprived,40,2.5496,64,4.0794
2021-12-12,Sunday,2021-12-12,Least deprived,1,0.0661,6.8571,0.453
2021-12-12,Sunday,2021-12-12,Mid-range deprivation,14,0.6982,18.1429,0.9048
2021-12-12,Sunday,2021-12-12,Most deprived,56,3.5694,66.7143,4.2524
2021-12-11,Saturday,2021-12-12,Least deprived,6,0.3963,7.2857,0.4813
2021-12-11,Saturday,2021-12-12,Mid-range deprivation,19,0.9475,17.7143,0.8834
2021-12-11,Saturday,2021-12-12,Most deprived,69,4.3981,70.1429,4.4709
2021-12-10,Friday,2021-12-12,Least deprived,4,0.2642,7.4286,0.4907
2021-12-10,Friday,2021-12-12,Mid-range deprivation,15,0.7481,17.7143,0.8834
2021-12-10,Friday,2021-12-12,Most deprived,66,4.2068,70.5714,4.4982
2021-12-09,Thursday,2021-12-12,Least deprived,12,0.7927,8,0.5284
2021-12-09,Thursday,2021-12-12,Mid-range deprivation,14,0.6982,19.4286,0.9689
2021-12-09,Thursday,2021-12-12,Most deprived,65,4.1431,74.1429,4.7259
2021-12-08,Wednesday,2021-12-12,Least deprived,8,0.5284,7.2857,0.4813
2021-12-08,Wednesday,2021-12-12,Mid-range deprivation,18,0.8977,20.7143,1.033
2021-12-08,Wednesday,2021-12-12,Most deprived,84,5.3542,75.7143,4.826
2021-12-07,Tuesday,2021-12-12,Least deprived,13,0.8587,7.2857,0.4813
2021-12-07,Tuesday,2021-12-12,Mid-range deprivation,23,1.147,22.5714,1.1256
2021-12-07,Tuesday,2021-12-12,Most deprived,68,4.3343,77,4.908
2021-12-06,Monday,2021-12-12,Least deprived,4,0.2642,6.2857,0.4152
2021-12-06,Monday,2021-12-12,Mid-range deprivation,24,1.1969,23.1429,1.1541
2021-12-06,Monday,2021-12-12,Most deprived,59,3.7607,81.2857,5.1811
2021-12-05,Sunday,2021-12-05,Least deprived,4,0.2642,6.8571,0.453
2021-12-05,Sunday,2021-12-05,Mid-range deprivation,11,0.5486,23.4286,1.1684
2021-12-05,Sunday,2021-12-05,Most deprived,80,5.0992,86,5.4816
2021-12-04,Saturday,2021-12-05,Least deprived,7,0.4624,8.2857,0.5473
2021-12-04,Saturday,2021-12-05,Mid-range deprivation,19,0.9475,25.4286,1.2681
2021-12-04,Saturday,2021-12-05,Most deprived,72,4.5893,93.2857,5.946
2021-12-03,Friday,2021-12-05,Least deprived,8,0.5284,8.1429,0.5379
2021-12-03,Friday,2021-12-05,Mid-range deprivation,27,1.3465,26.7143,1.3323
2021-12-03,Friday,2021-12-05,Most deprived,91,5.8003,97.1429,6.1919
2021-12-02,Thursday,2021-12-05,Least deprived,7,0.4624,9.4286,0.6228
2021-12-02,Thursday,2021-12-05,Mid-range deprivation,23,1.147,27.8571,1.3893
2021-12-02,Thursday,2021-12-05,Most deprived,76,4.8442,99.1429,6.3194
2021-12-01,Wednesday,2021-12-05,Least deprived,8,0.5284,9.8571,0.6511
2021-12-01,Wednesday,2021-12-05,Mid-range deprivation,31,1.546,31.7143,1.5816
2021-12-01,Wednesday,2021-12-05,Most deprived,93,5.9278,106.8571,6.8111
2021-11-30,Tuesday,2021-12-05,Least deprived,6,0.3963,9.1429,0.6039
2021-11-30,Tuesday,2021-12-05,Mid-range deprivation,27,1.3465,32.8571,1.6386
2021-11-30,Tuesday,2021-12-05,Most deprived,98,6.2465,113.1429,7.2117000000000004
2021-11-29,Monday,2021-12-05,Least deprived,8,0.5284,10.1429,0.67
2021-11-29,Monday,2021-12-05,Mid-range deprivation,26,1.2966,33.2857,1.66
2021-11-29,Monday,2021-12-05,Most deprived,92,5.8641,117.8571,7.5122
2021-11-28,Sunday,2021-11-28,Least deprived,14,0.9248,10,0.6606
2021-11-28,Sunday,2021-11-28,Mid-range deprivation,25,1.2468,34.4286,1.717
2021-11-28,Sunday,2021-11-28,Most deprived,131,8.3499,124,7.9038
2021-11-27,Saturday,2021-11-28,Least deprived,6,0.3963,9.1429,0.6039
2021-11-27,Saturday,2021-11-28,Mid-range deprivation,28,1.3964,35,1.7455
2021-11-27,Saturday,2021-11-28,Most deprived,99,6.3103,128.5714,8.1951
2021-11-26,Friday,2021-11-28,Least deprived,17,1.1229,11,0.7266
2021-11-26,Friday,2021-11-28,Mid-range deprivation,35,1.7455,37,1.8452
2021-11-26,Friday,2021-11-28,Most deprived,105,6.6927,134.7143,8.5867
2021-11-25,Thursday,2021-11-28,Least deprived,10,0.6606,10.8571,0.7172
2021-11-25,Thursday,2021-11-28,Mid-range deprivation,50,2.4935,37.1429,1.8523
2021-11-25,Thursday,2021-11-28,Most deprived,130,8.2862,136.5714,8.7051
2021-11-24,Wednesday,2021-11-28,Least deprived,3,0.1982,11.5714,0.7644
2021-11-24,Wednesday,2021-11-28,Mid-range deprivation,39,1.945,35.4286,1.7668
2021-11-24,Wednesday,2021-11-28,Most deprived,137,8.7324,134.7143,8.5867
2021-11-23,Tuesday,2021-11-28,Least deprived,13,0.8587,12.5714,0.8304
2021-11-23,Tuesday,2021-11-28,Mid-range deprivation,30,1.4961,38,1.8951
2021-11-23,Tuesday,2021-11-28,Most deprived,131,8.3499,133.4286,8.5047
2021-11-22,Monday,2021-11-28,Least deprived,7,0.4624,13.2857,0.8776
2021-11-22,Monday,2021-11-28,Mid-range deprivation,34,1.6956,38.1429,1.9022
2021-11-22,Monday,2021-11-28,Most deprived,135,8.6049,130.5714,8.3226
2021-11-21,Sunday,2021-11-21,Least deprived,8,0.5284,15.4286,1.0191
2021-11-21,Sunday,2021-11-21,Mid-range deprivation,29,1.4462,37.4286,1.8666
2021-11-21,Sunday,2021-11-21,Most deprived,163,10.3896,129.5714,8.2589
2021-11-20,Saturday,2021-11-21,Least deprived,19,1.2551,17.7143,1.1701
2021-11-20,Saturday,2021-11-21,Mid-range deprivation,42,2.0946,40.5714,2.0233
2021-11-20,Saturday,2021-11-21,Most deprived,142,9.0511,125.8571,8.0221
2021-11-19,Friday,2021-11-21,Least deprived,16,1.0569,16.4286,1.0852
2021-11-19,Friday,2021-11-21,Mid-range deprivation,36,1.7953,40.7143,2.0304
2021-11-19,Friday,2021-11-21,Most deprived,118,7.5213,118.7143,7.5668
2021-11-18,Thursday,2021-11-21,Least deprived,15,0.9908,16,1.0569
2021-11-18,Thursday,2021-11-21,Mid-range deprivation,38,1.8951,41.5714,2.0732
2021-11-18,Thursday,2021-11-21,Most deprived,117,7.4576,118,7.5213
