case_date,case_weekday,case_week_ending,ethnicity_mpao,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2022-08-28,Sunday,2022-08-28,European or Other,1073,33.8764,1645.1429,51.9399
2022-08-27,Saturday,2022-08-28,Maori,141,17.5804,322.1429,40.1659
2022-08-27,Saturday,2022-08-28,Pacific peoples,69,17.6484,142.4286,36.4295
2022-08-27,Saturday,2022-08-28,Asian,290,34.7699,471.7143,56.5567
2022-08-27,Saturday,2022-08-28,European or Other,955,30.1509,1752.4286,55.3271
2022-08-26,Friday,2022-08-28,Maori,266,33.1658,341,42.5171
2022-08-26,Friday,2022-08-28,Pacific peoples,125,31.971800000000002,148,37.8546
2022-08-26,Friday,2022-08-28,Asian,427,51.1957,490.2857,58.7834
2022-08-26,Friday,2022-08-28,European or Other,1435,45.3053,1831.5714,57.8257
2022-08-25,Thursday,2022-08-28,Maori,263,32.7918,362.7143,45.2245
2022-08-25,Thursday,2022-08-28,Pacific peoples,124,31.716,155.1429,39.6815
2022-08-25,Thursday,2022-08-28,Asian,457,54.7925,511.1429,61.2841
2022-08-25,Thursday,2022-08-28,European or Other,1630,51.4618,1943.4286,61.3573
2022-08-24,Wednesday,2022-08-28,Maori,324,40.3975,393.5714,49.0719
2022-08-24,Wednesday,2022-08-28,Pacific peoples,152,38.8777,162.4286,41.545
2022-08-24,Wednesday,2022-08-28,Asian,489,58.6292,545.4286,65.3948
2022-08-24,Wednesday,2022-08-28,European or Other,1915,60.4597,2069.4286,65.3353
2022-08-23,Tuesday,2022-08-28,Maori,432,53.8633,435.4286,54.2908
2022-08-23,Tuesday,2022-08-28,Pacific peoples,181,46.2951,176.5714,45.1624
2022-08-23,Tuesday,2022-08-28,Asian,561,67.2618,582.8571,69.8823
2022-08-23,Tuesday,2022-08-28,European or Other,2087,65.89,2221.2857,70.1297
2022-08-22,Monday,2022-08-28,Maori,504,62.8405,453.2857,56.5173
2022-08-22,Monday,2022-08-28,Pacific peoples,218,55.7588,184.7143,47.2451
2022-08-22,Monday,2022-08-28,Asian,644,77.2131,621.4286,74.5069
2022-08-22,Monday,2022-08-28,European or Other,2421,76.435,2350.7143,74.2159
2022-08-21,Sunday,2022-08-21,Maori,325,40.5222,476,59.3494
2022-08-21,Sunday,2022-08-21,Pacific peoples,128,32.7391,193.2857,49.4375
2022-08-21,Sunday,2022-08-21,Asian,434,52.0349,645.2857,77.3673
2022-08-21,Sunday,2022-08-21,European or Other,1824,57.5867,2461,77.6978
2022-08-20,Saturday,2022-08-21,Maori,273,34.0386,482.4286,60.1509
2022-08-20,Saturday,2022-08-21,Pacific peoples,108,27.6236,199.1429,50.9356
2022-08-20,Saturday,2022-08-21,Asian,420,50.3564,661,79.2514
2022-08-20,Saturday,2022-08-21,European or Other,1509,47.6416,2531.4286,79.9214
2022-08-19,Friday,2022-08-21,Maori,418,52.1178,487,60.7209
2022-08-19,Friday,2022-08-21,Pacific peoples,175,44.7605,206,52.6895
2022-08-19,Friday,2022-08-21,Asian,573,68.7005,674.2857,80.8443
2022-08-19,Friday,2022-08-21,European or Other,2218,70.0259,2590.4286,81.7841
2022-08-18,Thursday,2022-08-21,Maori,479,59.7235,486.5714,60.6675
2022-08-18,Thursday,2022-08-21,Pacific peoples,175,44.7605,210.1429,53.7491
2022-08-18,Thursday,2022-08-21,Asian,697,83.5676,683.5714,81.9576
2022-08-18,Thursday,2022-08-21,European or Other,2512,79.308,2622.5714,82.7989
2022-08-17,Wednesday,2022-08-21,Maori,617,76.9298,493.2857,61.5046
2022-08-17,Wednesday,2022-08-21,Pacific peoples,251,64.1993,216.8571,55.4664
2022-08-17,Wednesday,2022-08-21,Asian,751,90.042,702.5714,84.2356
2022-08-17,Wednesday,2022-08-21,European or Other,2978,94.0204,2645.7143,83.5296
2022-08-16,Tuesday,2022-08-21,Maori,557,69.4488,485.4286,60.525
2022-08-16,Tuesday,2022-08-21,Pacific peoples,238,60.8742,220,56.2703
2022-08-16,Tuesday,2022-08-21,Asian,831,99.6337,721.5714,86.5137
2022-08-16,Tuesday,2022-08-21,European or Other,2993,94.494,2683.7143,84.7293
2022-08-15,Monday,2022-08-21,Maori,663,82.6652,498.8571,62.1993
2022-08-15,Monday,2022-08-21,Pacific peoples,278,71.1052,226.5714,57.9511
2022-08-15,Monday,2022-08-21,Asian,811,97.2358,735.4286,88.1751
2022-08-15,Monday,2022-08-21,European or Other,3193,100.8083,2755.5714,86.998
2022-08-14,Sunday,2022-08-14,Maori,370,46.1329,512.5714,63.9093
2022-08-14,Sunday,2022-08-14,Pacific peoples,169,43.2258,237.4286,60.7281
2022-08-14,Sunday,2022-08-14,Asian,544,65.2235,765,91.7206
2022-08-14,Sunday,2022-08-14,European or Other,2317,73.1515,2864,90.4212
2022-08-13,Saturday,2022-08-14,Maori,305,38.0285,513.5714,64.0339
2022-08-13,Saturday,2022-08-14,Pacific peoples,156,39.9008,244.5714,62.555
2022-08-13,Saturday,2022-08-14,Asian,513,61.5067,782,93.7588
2022-08-13,Saturday,2022-08-14,European or Other,1922,60.6807,2929.1429,92.4779
2022-08-12,Friday,2022-08-14,Maori,415,51.7437,521.4286,65.0136
2022-08-12,Friday,2022-08-14,Pacific peoples,204,52.1779,245.5714,62.8108
2022-08-12,Friday,2022-08-14,Asian,638,76.4938,796.2857,95.4716
2022-08-12,Friday,2022-08-14,European or Other,2443,77.1296,3008.5714,94.9856
2022-08-11,Thursday,2022-08-14,Maori,526,65.5836,546.4286,68.1307
2022-08-11,Thursday,2022-08-14,Pacific peoples,222,56.7819,253,64.7108
2022-08-11,Thursday,2022-08-14,Asian,830,99.5138,821.8571,98.5375
2022-08-11,Thursday,2022-08-14,European or Other,2674,84.4226,3116.7143,98.3998
2022-08-10,Wednesday,2022-08-14,Maori,562,70.0722,558.5714,69.6447
2022-08-10,Wednesday,2022-08-14,Pacific peoples,273,69.8263,260.1429,66.5378
2022-08-10,Wednesday,2022-08-14,Asian,884,105.9882,841.8571,100.9354
2022-08-10,Wednesday,2022-08-14,European or Other,3244,102.4185,3251.5714,102.6575
2022-08-09,Tuesday,2022-08-14,Maori,651,81.169,583.7143,72.7796
2022-08-09,Tuesday,2022-08-14,Pacific peoples,284,72.6398,264.2857,67.5974
2022-08-09,Tuesday,2022-08-14,Asian,928,111.2636,862.5714,103.419
2022-08-09,Tuesday,2022-08-14,European or Other,3496,110.3745,3390.7143,107.0505
2022-08-08,Monday,2022-08-14,Maori,759,94.6349,603.4286,75.2377
2022-08-08,Monday,2022-08-14,Pacific peoples,354,90.544,272.8571,69.7898
2022-08-08,Monday,2022-08-14,Asian,1018,122.0543,887,106.3479
2022-08-08,Monday,2022-08-14,European or Other,3952,124.7712,3523.7143,111.2495
2022-08-07,Sunday,2022-08-07,Maori,377,47.0057,620,77.3038
2022-08-07,Sunday,2022-08-07,Pacific peoples,219,56.0145,273.8571,70.0456
2022-08-07,Sunday,2022-08-07,Asian,663,79.4912,909,108.9856
2022-08-07,Sunday,2022-08-07,European or Other,2773,87.5482,3660.1429,115.5568
2022-08-06,Saturday,2022-08-07,Maori,360,44.8861,645.4286,80.4744
2022-08-06,Saturday,2022-08-07,Pacific peoples,163,41.6912,280.1429,71.6533
2022-08-06,Saturday,2022-08-07,Asian,613,73.4964,935,112.1029
2022-08-06,Saturday,2022-08-07,European or Other,2478,78.2346,3783.5714,119.4536
2022-08-05,Friday,2022-08-07,Maori,590,73.5633,659.1429,82.1843
2022-08-05,Friday,2022-08-07,Pacific peoples,256,65.4782,283.5714,72.5302
2022-08-05,Friday,2022-08-07,Asian,817,97.9552,956.4286,114.6721
2022-08-05,Friday,2022-08-07,European or Other,3200,101.0293,3893.4286,122.922
2022-08-04,Thursday,2022-08-07,Maori,611,76.1817,668.4286,83.3421
2022-08-04,Thursday,2022-08-07,Pacific peoples,272,69.5706,289.8571,74.1379
2022-08-04,Thursday,2022-08-07,Asian,970,116.2993,986.5714,118.2861
2022-08-04,Thursday,2022-08-07,European or Other,3618,114.2263,4070,128.4966
2022-08-03,Wednesday,2022-08-07,Maori,738,92.0165,704.1429,87.7951
2022-08-03,Wednesday,2022-08-07,Pacific peoples,302,77.2438,298.7143,76.4034
2022-08-03,Wednesday,2022-08-07,Asian,1029,123.3732,1036.1429,124.2296
2022-08-03,Wednesday,2022-08-07,European or Other,4218,133.1692,4316.4286,136.2768
2022-08-02,Tuesday,2022-08-07,Maori,789,98.3754,722.5714,90.0928
2022-08-02,Tuesday,2022-08-07,Pacific peoples,344,87.9863,311.1429,79.5823
2022-08-02,Tuesday,2022-08-07,Asian,1099,131.7659,1063.4286,127.501
2022-08-02,Tuesday,2022-08-07,European or Other,4427,139.7677,4484.7143,141.5899
2022-08-01,Monday,2022-08-07,Maori,875,109.0982,758.7143,94.5992
2022-08-01,Monday,2022-08-07,Pacific peoples,361,92.3345,323.5714,82.7612
2022-08-01,Monday,2022-08-07,Asian,1172,140.5183,1093.2857,131.0808
2022-08-01,Monday,2022-08-07,European or Other,4907,154.9221,4748.5714,149.9203
2022-07-31,Sunday,2022-07-31,Maori,555,69.1994,789.7143,98.4644
2022-07-31,Sunday,2022-07-31,Pacific peoples,263,67.2686,333.5714,85.3189
2022-07-31,Sunday,2022-07-31,Asian,845,101.3123,1127.1429,135.1401
2022-07-31,Sunday,2022-07-31,European or Other,3637,114.8261,5001.4286,157.9034
2022-07-30,Saturday,2022-07-31,Maori,456,56.8557,804.1429,100.2634
2022-07-30,Saturday,2022-07-31,Pacific peoples,187,47.8298,330.8571,84.6247
2022-07-30,Saturday,2022-07-31,Asian,763,91.4808,1169.8571,140.2614
2022-07-30,Saturday,2022-07-31,European or Other,3247,102.5132,5185.5714,163.7171
2022-07-29,Friday,2022-07-31,Maori,655,81.6678,822.5714,102.5612
2022-07-29,Friday,2022-07-31,Pacific peoples,300,76.7322,335.5714,85.8305
2022-07-29,Friday,2022-07-31,Asian,1028,123.2533,1194.2857,143.1903
2022-07-29,Friday,2022-07-31,European or Other,4436,140.0519,5341.7143,168.6468
2022-07-28,Thursday,2022-07-31,Maori,861,107.3526,847.4286,105.6605
2022-07-28,Thursday,2022-07-31,Pacific peoples,334,85.4285,344.4286,88.0959
2022-07-28,Thursday,2022-07-31,Asian,1317,157.9033,1235.1429,148.0889
2022-07-28,Thursday,2022-07-31,European or Other,5343,168.6874,5493.4286,173.4366
2022-07-27,Wednesday,2022-07-31,Maori,867,108.1007,858.2857,107.0142
2022-07-27,Wednesday,2022-07-31,Pacific peoples,389,99.4961,348.4286,89.119
2022-07-27,Wednesday,2022-07-31,Asian,1220,146.2733,1244.4286,149.2022
2022-07-27,Wednesday,2022-07-31,European or Other,5396,170.3607,5630,177.7484
2022-07-26,Tuesday,2022-07-31,Maori,1042,129.9203,882.5714,110.0422
2022-07-26,Tuesday,2022-07-31,Pacific peoples,431,110.2386,359.7143,92.0056
2022-07-26,Tuesday,2022-07-31,Asian,1308,156.8242,1289.7143,154.6318
2022-07-26,Tuesday,2022-07-31,European or Other,6274,198.0806,5892,186.0202
2022-07-25,Monday,2022-07-31,Maori,1092,136.1545,887.8571,110.7012
2022-07-25,Monday,2022-07-31,Pacific peoples,431,110.2386,366.4286,93.7229
2022-07-25,Monday,2022-07-31,Asian,1409,168.9337,1328.7143,159.3078
2022-07-25,Monday,2022-07-31,European or Other,6677,210.8039,6061,191.3558
2022-07-24,Sunday,2022-07-24,Maori,656,81.7925,893,111.3425
2022-07-24,Sunday,2022-07-24,Pacific peoples,244,62.4089,374.8571,95.8787
2022-07-24,Sunday,2022-07-24,Asian,1144,137.1612,1356.8571,162.682
2022-07-24,Sunday,2022-07-24,European or Other,4926,155.522,6170.5714,194.8152
2022-07-23,Saturday,2022-07-24,Maori,585,72.9399,906.2857,112.999
2022-07-23,Saturday,2022-07-24,Pacific peoples,220,56.2703,380.8571,97.4134
2022-07-23,Saturday,2022-07-24,Asian,934,111.983,1369.4286,164.1892
2022-07-23,Saturday,2022-07-24,European or Other,4340,137.021,6235.4286,196.8628
2022-07-22,Friday,2022-07-24,Maori,829,103.3627,910.1429,113.4799
2022-07-22,Friday,2022-07-24,Pacific peoples,362,92.5902,383.2857,98.0346
2022-07-22,Friday,2022-07-24,Asian,1314,157.5436,1392.4286,166.9469
2022-07-22,Friday,2022-07-24,European or Other,5498,173.581,6300.7143,198.924
2022-07-21,Thursday,2022-07-24,Maori,937,116.8285,921.1429,114.8514
2022-07-21,Thursday,2022-07-24,Pacific peoples,362,92.5902,385.7143,98.6557
2022-07-21,Thursday,2022-07-24,Asian,1382,165.6965,1410.4286,169.105
2022-07-21,Thursday,2022-07-24,European or Other,6299,198.8699,6479.8571,204.5798
2022-07-20,Wednesday,2022-07-24,Maori,1037,129.2969,938,116.9532
2022-07-20,Wednesday,2022-07-24,Pacific peoples,468,119.7023,393.5714,100.6654
2022-07-20,Wednesday,2022-07-24,Asian,1537,184.2804,1442.7143,172.9759
2022-07-20,Wednesday,2022-07-24,European or Other,7230,228.2631,6671.4286,210.628
2022-07-19,Tuesday,2022-07-24,Maori,1079,134.5336,943.1429,117.5945
2022-07-19,Tuesday,2022-07-24,Pacific peoples,478,122.26,390.2857,99.825
2022-07-19,Tuesday,2022-07-24,Asian,1581,189.5558,1466.5714,175.8363
2022-07-19,Tuesday,2022-07-24,European or Other,7457,235.4298,6838.7143,215.9095
2022-07-18,Monday,2022-07-24,Maori,1128,140.6431,945,117.826
2022-07-18,Monday,2022-07-24,Pacific peoples,490,125.3293,383.1429,97.998
2022-07-18,Monday,2022-07-24,Asian,1606,192.5532,1492.8571,178.9879
2022-07-18,Monday,2022-07-24,European or Other,7444,235.0194,6972.4286,220.1311
2022-07-17,Sunday,2022-07-17,Maori,749,93.388,951.7143,118.6632
2022-07-17,Sunday,2022-07-17,Pacific peoples,286,73.1514,383.1429,97.998
2022-07-17,Sunday,2022-07-17,Asian,1232,147.7121,1515,181.6427
2022-07-17,Sunday,2022-07-17,European or Other,5380,169.8555,7098.4286,224.1091
2022-07-16,Saturday,2022-07-17,Maori,612,76.3064,945.1429,117.8438
2022-07-16,Saturday,2022-07-17,Pacific peoples,237,60.6185,382.8571,97.9249
2022-07-16,Saturday,2022-07-17,Asian,1095,131.2863,1526.1429,182.9787
2022-07-16,Saturday,2022-07-17,European or Other,4797,151.4492,7235,228.4209
2022-07-15,Friday,2022-07-17,Maori,906,112.9634,950.8571,118.5563
2022-07-15,Friday,2022-07-17,Pacific peoples,379,96.9384,382.5714,97.8519
2022-07-15,Friday,2022-07-17,Asian,1440,172.6505,1545.7143,185.3252
2022-07-15,Friday,2022-07-17,European or Other,6752,213.1718,7347.4286,231.9705
2022-07-14,Thursday,2022-07-17,Maori,1055,131.5412,948.5714,118.2713
2022-07-14,Thursday,2022-07-17,Pacific peoples,417,106.6578,377,96.4268
2022-07-14,Thursday,2022-07-17,Asian,1608,192.793,1544,185.1197
2022-07-14,Thursday,2022-07-17,European or Other,7640,241.2075,7359,232.3358
2022-07-13,Wednesday,2022-07-17,Maori,1073,133.7855,918.2857,114.4952
2022-07-13,Wednesday,2022-07-17,Pacific peoples,445,113.8195,369.7143,94.5633
2022-07-13,Wednesday,2022-07-17,Asian,1704,204.3031,1499,179.7244
2022-07-13,Wednesday,2022-07-17,European or Other,8401,265.2335,7266.2857,229.4087
2022-07-12,Tuesday,2022-07-17,Maori,1092,136.1545,914,113.9608
2022-07-12,Tuesday,2022-07-17,Pacific peoples,428,109.4713,359,91.8229
2022-07-12,Tuesday,2022-07-17,Asian,1765,211.6167,1472.5714,176.5557
2022-07-12,Tuesday,2022-07-17,European or Other,8393,264.9809,7197.5714,227.2392
2022-07-11,Monday,2022-07-17,Maori,1175,146.5032,891.2857,111.1287
2022-07-11,Monday,2022-07-17,Pacific peoples,490,125.3293,348.1429,89.0459
2022-07-11,Monday,2022-07-17,Asian,1761,211.1372,1430.8571,171.5543
2022-07-11,Monday,2022-07-17,European or Other,8326,262.8656,7102.2857,224.2309
2022-07-10,Sunday,2022-07-10,Maori,703,87.6526,855.2857,106.6401
2022-07-10,Sunday,2022-07-10,Pacific peoples,284,72.6398,324.2857,82.9439
2022-07-10,Sunday,2022-07-10,Asian,1310,157.064,1393.4286,167.0667
2022-07-10,Sunday,2022-07-10,European or Other,6336,200.038,6914.4286,218.3
2022-07-09,Saturday,2022-07-10,Maori,652,81.2937,831.7143,103.7011
2022-07-09,Saturday,2022-07-10,Pacific peoples,235,60.1069,312.7143,79.9842
2022-07-09,Saturday,2022-07-10,Asian,1232,147.7121,1347.5714,161.5687
2022-07-09,Saturday,2022-07-10,European or Other,5584,176.2961,6695.5714,211.3903
2022-07-08,Friday,2022-07-10,Maori,890,110.9684,802.5714,100.0675
2022-07-08,Friday,2022-07-10,Pacific peoples,340,86.9632,305.2857,78.0842
2022-07-08,Friday,2022-07-10,Asian,1428,171.2117,1300,155.865
2022-07-08,Friday,2022-07-10,European or Other,6833,215.7291,6454.8571,203.7905
2022-07-07,Thursday,2022-07-10,Maori,843,105.1083,760.2857,94.7952
2022-07-07,Thursday,2022-07-10,Pacific peoples,366,93.6133,288.4286,73.7726
2022-07-07,Thursday,2022-07-10,Asian,1293,155.0257,1244.4286,149.2022
2022-07-07,Thursday,2022-07-10,European or Other,6991,220.7174,6183,195.2075
2022-07-06,Wednesday,2022-07-10,Maori,1043,130.045,736.1429,91.785
2022-07-06,Wednesday,2022-07-10,Pacific peoples,370,94.6364,269.4286,68.9129
2022-07-06,Wednesday,2022-07-10,Asian,1519,182.1223,1238.2857,148.4657
2022-07-06,Wednesday,2022-07-10,European or Other,7920,250.0475,5927,187.1252
2022-07-05,Tuesday,2022-07-10,Maori,933,116.3298,687,85.6576
2022-07-05,Tuesday,2022-07-10,Pacific peoples,352,90.0325,258.2857,66.0628
2022-07-05,Tuesday,2022-07-10,Asian,1473,176.6071,1196.4286,143.4472
2022-07-05,Tuesday,2022-07-10,European or Other,7726,243.9226,5593,176.5803
2022-07-04,Monday,2022-07-10,Maori,923,115.083,652,81.2937
2022-07-04,Monday,2022-07-10,Pacific peoples,323,82.615,247.7143,63.3589
2022-07-04,Monday,2022-07-10,Asian,1499,179.7244,1167.4286,139.9702
2022-07-04,Monday,2022-07-10,European or Other,7011,221.3489,5321.4286,168.0063
2022-07-03,Sunday,2022-07-03,Maori,538,67.0798,632.5714,78.8713
2022-07-03,Sunday,2022-07-03,Pacific peoples,203,51.9221,248,63.432
2022-07-03,Sunday,2022-07-03,Asian,989,118.5773,1138.1429,136.459
2022-07-03,Sunday,2022-07-03,European or Other,4804,151.6702,5164,163.036
2022-07-02,Saturday,2022-07-03,Maori,448,55.8583,621.1429,77.4463
2022-07-02,Saturday,2022-07-03,Pacific peoples,183,46.8067,247.5714,63.3224
2022-07-02,Saturday,2022-07-03,Asian,899,107.7867,1116.8571,133.9069
2022-07-02,Saturday,2022-07-03,European or Other,3899,123.0979,5083,160.4787
2022-07-01,Friday,2022-07-03,Maori,594,74.0621,606.1429,75.5761
2022-07-01,Friday,2022-07-03,Pacific peoples,222,56.7819,241.7143,61.8243
2022-07-01,Friday,2022-07-03,Asian,1039,124.5721,1095.7143,131.3719
2022-07-01,Friday,2022-07-03,European or Other,4930,155.6483,5003.1429,157.9575
2022-06-30,Thursday,2022-07-03,Maori,674,84.0368,565,70.4462
2022-06-30,Thursday,2022-07-03,Pacific peoples,233,59.5954,227,58.0607
2022-06-30,Thursday,2022-07-03,Asian,1250,149.8702,1035.4286,124.1439
2022-06-30,Thursday,2022-07-03,European or Other,5199,164.141,4718.5714,148.9731
2022-06-29,Wednesday,2022-07-03,Maori,699,87.1538,539.8571,67.3113
2022-06-29,Wednesday,2022-07-03,Pacific peoples,292,74.686,215,54.9914
2022-06-29,Wednesday,2022-07-03,Asian,1226,146.9927,971.1429,116.4363
2022-06-29,Wednesday,2022-07-03,European or Other,5582,176.233,4482.5714,141.5222
2022-06-28,Tuesday,2022-07-03,Maori,688,85.7823,512.2857,63.8736
2022-06-28,Tuesday,2022-07-03,Pacific peoples,278,71.1052,197.1429,50.424
2022-06-28,Tuesday,2022-07-03,Asian,1270,152.2681,908.5714,108.9342
2022-06-28,Tuesday,2022-07-03,European or Other,5825,183.9049,4263.8571,134.617
2022-06-27,Monday,2022-07-03,Maori,787,98.126,493.8571,61.5759
2022-06-27,Monday,2022-07-03,Pacific peoples,325,83.1266,184.8571,47.2817
2022-06-27,Monday,2022-07-03,Asian,1294,155.1456,853.1429,102.2886
2022-06-27,Monday,2022-07-03,European or Other,5909,186.5569,4017,126.8233
2022-06-26,Sunday,2022-06-26,Maori,458,57.1051,463.7143,57.8176
2022-06-26,Sunday,2022-06-26,Pacific peoples,200,51.1548,165.7143,42.3854
2022-06-26,Sunday,2022-06-26,Asian,840,100.7128,790.2857,94.7522
2022-06-26,Sunday,2022-06-26,European or Other,4237,133.7691,3773.2857,119.1289
2022-06-25,Saturday,2022-06-26,Maori,343,42.7665,451,56.2323
2022-06-25,Saturday,2022-06-26,Pacific peoples,142,36.3199,154.1429,39.4258
2022-06-25,Saturday,2022-06-26,Asian,751,90.042,766.2857,91.8747
2022-06-25,Saturday,2022-06-26,European or Other,3340,105.4493,3599,113.6264
2022-06-24,Friday,2022-06-26,Maori,306,38.1532,443.5714,55.3061
2022-06-24,Friday,2022-06-26,Pacific peoples,119,30.4371,147.4286,37.7084
2022-06-24,Friday,2022-06-26,Asian,617,73.9759,740.5714,88.7917
2022-06-24,Friday,2022-06-26,European or Other,2938,92.7575,3462.5714,109.3191
2022-06-23,Thursday,2022-06-26,Maori,498,62.0924,458.8571,57.212
2022-06-23,Thursday,2022-06-26,Pacific peoples,149,38.1103,158,40.4123
2022-06-23,Thursday,2022-06-26,Asian,800,95.9169,752.4286,90.2133
2022-06-23,Thursday,2022-06-26,European or Other,3547,111.9847,3505,110.6587
2022-06-22,Wednesday,2022-06-26,Maori,506,63.0899,464.7143,57.9423
2022-06-22,Wednesday,2022-06-26,Pacific peoples,167,42.7143,163.8571,41.9104
2022-06-22,Wednesday,2022-06-26,Asian,788,94.4782,756,90.6415
2022-06-22,Wednesday,2022-06-26,European or Other,4051,127.8968,3496.4286,110.388
2022-06-21,Tuesday,2022-06-26,Maori,559,69.6981,473.4286,59.0288
2022-06-21,Tuesday,2022-06-26,Pacific peoples,192,49.1086,169.8571,43.4451
2022-06-21,Tuesday,2022-06-26,Asian,882,105.7484,768.5714,92.1488
2022-06-21,Tuesday,2022-06-26,European or Other,4097,129.3491,3490.4286,110.1986
2022-06-20,Monday,2022-06-26,Maori,576,71.8178,475.1429,59.2425
2022-06-20,Monday,2022-06-26,Pacific peoples,191,48.8529,174.2857,44.5778
2022-06-20,Monday,2022-06-26,Asian,854,102.3913,765.7143,91.8062
2022-06-20,Monday,2022-06-26,European or Other,4203,132.6957,3491.5714,110.2347
2022-06-19,Sunday,2022-06-19,Maori,369,46.0083,493.1429,61.4868
2022-06-19,Sunday,2022-06-19,Pacific peoples,119,30.4371,178,45.5278
2022-06-19,Sunday,2022-06-19,Asian,672,80.5702,783,93.8787
2022-06-19,Sunday,2022-06-19,European or Other,3017,95.2517,3530.1429,111.4525
2022-06-18,Saturday,2022-06-19,Maori,291,36.2829,500.4286,62.3952
2022-06-18,Saturday,2022-06-19,Pacific peoples,95,24.2985,183.4286,46.9163
2022-06-18,Saturday,2022-06-19,Asian,571,68.4607,784.1429,94.0157
2022-06-18,Saturday,2022-06-19,European or Other,2385,75.2984,3576.1429,112.9048
2022-06-17,Friday,2022-06-19,Maori,413,51.4943,515.2857,64.2477
2022-06-17,Friday,2022-06-19,Pacific peoples,193,49.3644,195.4286,49.9856
2022-06-17,Friday,2022-06-19,Asian,700,83.9273,805.8571,96.6192
2022-06-17,Friday,2022-06-19,European or Other,3235,102.1343,3699,116.7836
2022-06-16,Thursday,2022-06-19,Maori,539,67.2045,531.4286,66.2604
2022-06-16,Thursday,2022-06-19,Pacific peoples,190,48.5971,196.4286,50.2413
2022-06-16,Thursday,2022-06-19,Asian,825,98.9143,822,98.5547
2022-06-16,Thursday,2022-06-19,European or Other,3487,110.0904,3771.2857,119.0657
2022-06-15,Wednesday,2022-06-19,Maori,567,70.6956,542,67.5785
2022-06-15,Wednesday,2022-06-19,Pacific peoples,209,53.4568,208.8571,53.4202
2022-06-15,Wednesday,2022-06-19,Asian,876,105.029,844.2857,101.2266
2022-06-15,Wednesday,2022-06-19,European or Other,4009,126.5708,3931.8571,124.1352
2022-06-14,Tuesday,2022-06-19,Maori,571,71.1943,577.1429,71.9603
2022-06-14,Tuesday,2022-06-19,Pacific peoples,223,57.0376,219.8571,56.2338
2022-06-14,Tuesday,2022-06-19,Asian,862,103.3505,882,105.7484
2022-06-14,Tuesday,2022-06-19,European or Other,4105,129.6016,4208.2857,132.8625
2022-06-13,Monday,2022-06-19,Maori,702,87.5279,610.4286,76.1104
2022-06-13,Monday,2022-06-19,Pacific peoples,217,55.503,227.8571,58.28
2022-06-13,Monday,2022-06-19,Asian,975,116.8988,901.1429,108.0436
2022-06-13,Monday,2022-06-19,European or Other,4473,141.22,4366.2857,137.8509
2022-06-12,Sunday,2022-06-12,Maori,420,52.3671,595.2857,74.2224
2022-06-12,Sunday,2022-06-12,Pacific peoples,157,40.1565,232.2857,59.4127
2022-06-12,Sunday,2022-06-12,Asian,680,81.5294,884.5714,106.0567
2022-06-12,Sunday,2022-06-12,European or Other,3339,105.4178,4333,136.8
2022-06-11,Saturday,2022-06-12,Maori,395,49.25,593.2857,73.973
2022-06-11,Saturday,2022-06-12,Pacific peoples,179,45.7836,234.8571,60.0704
2022-06-11,Saturday,2022-06-12,Asian,723,86.6849,873.2857,104.7036
2022-06-11,Saturday,2022-06-12,European or Other,3245,102.45,4333.8571,136.827
2022-06-10,Friday,2022-06-12,Maori,526,65.5836,592.5714,73.8839
2022-06-10,Friday,2022-06-12,Pacific peoples,200,51.1548,230.8571,59.0473
2022-06-10,Friday,2022-06-12,Asian,813,97.4756,861.7143,103.3162
2022-06-10,Friday,2022-06-12,European or Other,3741,118.1096,4344,137.1473
2022-06-09,Thursday,2022-06-12,Maori,613,76.4311,610.2857,76.0926
2022-06-09,Thursday,2022-06-12,Pacific peoples,277,70.8494,238.2857,60.9473
2022-06-09,Thursday,2022-06-12,Asian,981,117.6181,871.7143,104.5152
2022-06-09,Thursday,2022-06-12,European or Other,4611,145.5769,4478.1429,141.3824
2022-06-08,Wednesday,2022-06-12,Maori,813,101.3678,619,77.1792
2022-06-08,Wednesday,2022-06-12,Pacific peoples,286,73.1514,235.7143,60.2896
2022-06-08,Wednesday,2022-06-12,Asian,1140,136.6816,862.8571,103.4533
2022-06-08,Wednesday,2022-06-12,European or Other,5944,187.6619,4467.4286,141.0441
2022-06-07,Tuesday,2022-06-12,Maori,804,100.2456,611.5714,76.2529
2022-06-07,Tuesday,2022-06-12,Pacific peoples,279,71.361,243.2857,62.2262
2022-06-07,Tuesday,2022-06-12,Asian,996,119.4166,844.5714,101.2609
2022-06-07,Tuesday,2022-06-12,European or Other,5211,164.5199,4470.1429,141.1298
2022-06-06,Monday,2022-06-12,Maori,596,74.3114,617.1429,76.9476
2022-06-06,Monday,2022-06-12,Pacific peoples,248,63.432,250,63.9435
2022-06-06,Monday,2022-06-12,Asian,859,102.9908,864.5714,103.6588
2022-06-06,Monday,2022-06-12,European or Other,4240,133.8638,4598.1429,145.171
2022-06-05,Sunday,2022-06-05,Maori,406,50.6215,666.5714,83.1105
2022-06-05,Sunday,2022-06-05,Pacific peoples,175,44.7605,267.7143,68.4744
2022-06-05,Sunday,2022-06-05,Asian,601,72.0576,914,109.5851
2022-06-05,Sunday,2022-06-05,European or Other,3345,105.6072,4868,153.6908
