Statistical area 2 code (2018 areas),European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
214600,2016,366,51,150,12,39,36,6,2319,0,2319
214700,1779,612,87,129,15,27,27,0,2241,0,2241
214800,1080,633,153,60,15,27,21,6,1632,0,1632
214900,2511,507,57,213,21,36,33,3,2988,0,2988
215000,2277,1416,192,126,60,33,24,9,3387,0,3387
215100,2076,1335,192,147,33,42,36,6,3183,0,3183
215200,2124,570,72,129,18,24,24,0,2550,0,2550
215300,1572,2061,495,96,21,21,15,3,3504,0,3504
215400,2223,366,78,114,24,42,45,0,2541,0,2541
215500,828,165,30,9,3,12,12,0,948,0,948
215600,2019,477,63,138,6,18,15,3,2430,0,2430
215700,1752,528,81,36,9,21,21,0,2085,0,2085
215800,1971,747,90,63,3,33,30,3,2517,0,2517
215900,2055,501,45,24,9,45,42,3,2400,0,2400
216000,1494,564,48,87,9,9,9,0,1869,0,1869
216100,1635,369,48,6,0,21,21,3,1893,0,1893
216200,9,C,C,C,C,C,C,C,9,C,9
216300,2901,936,156,168,39,66,57,12,3633,0,3633
216400,891,72,9,18,3,9,9,0,939,0,939
216500,1443,159,21,21,18,24,24,3,1539,0,1539
216600,1524,300,54,102,6,12,12,0,1809,0,1809
216700,1830,267,15,30,12,18,15,0,1932,0,1932
216800,2079,543,84,180,6,42,33,9,2523,0,2523
216900,1920,339,18,225,24,30,24,0,2328,0,2328
217000,849,177,6,162,21,21,21,3,1110,0,1110
217100,1206,651,81,57,9,27,18,6,1665,0,1665
217200,2013,183,21,183,21,27,21,3,2274,0,2274
217300,2244,294,30,168,9,36,30,9,2535,0,2535
217400,3627,843,111,300,18,75,60,15,4404,0,4404
217500,3267,801,162,513,39,54,36,18,4242,0,4242
217600,2337,486,105,243,27,30,15,15,2799,0,2799
217700,84,21,0,9,0,3,0,0,105,0,105
217800,2532,396,81,138,21,48,39,9,2865,0,2865
217900,1992,267,33,102,9,27,12,12,2220,0,2220
218000,2646,444,57,153,18,36,24,12,2979,0,2979
218100,2445,429,63,213,21,48,30,18,2925,0,2925
218200,684,81,9,27,9,12,9,3,738,0,738
218300,2760,474,81,258,12,39,33,3,3261,0,3261
218400,3117,525,90,174,27,42,33,9,3504,0,3504
218500,2916,1704,138,57,6,57,54,6,4011,0,4011
218600,2409,333,45,126,36,30,27,3,2745,0,2745
218700,2934,240,27,234,66,51,39,12,3318,0,3318
218800,705,108,15,12,6,6,6,0,765,0,765
218900,2091,1281,105,45,9,36,36,0,2907,0,2907
219000,1545,309,27,48,15,30,27,3,1725,0,1725
219100,1917,153,9,30,12,27,24,3,1998,0,1998
219200,762,195,9,15,0,24,21,0,864,0,864
219300,1719,183,24,18,6,36,33,3,1818,0,1818
219400,1716,348,18,18,9,33,30,3,1902,0,1902
219500,2046,231,12,21,6,51,51,3,2175,0,2175
219600,3228,510,81,87,12,45,36,9,3543,0,3543
219700,546,78,3,0,6,12,12,0,570,0,570
219800,1461,159,18,15,3,36,33,3,1542,0,1542
219900,639,78,6,0,6,9,9,0,672,0,672
220000,1287,99,15,18,3,24,21,0,1350,0,1350
220100,1752,288,33,54,0,21,21,0,1941,0,1941
220200,117,18,0,0,0,3,3,0,126,0,126
220300,1818,333,15,111,3,15,12,0,2061,0,2061
220400,1581,369,42,39,3,24,24,0,1782,0,1782
220500,1692,582,30,48,9,45,45,0,2067,0,2067
220600,1185,243,12,36,3,12,6,3,1326,0,1326
220700,1065,528,33,48,3,24,24,0,1401,0,1401
220800,1155,183,30,60,0,24,24,3,1305,0,1305
220900,1239,561,30,21,3,15,12,3,1551,0,1551
221000,1536,585,66,72,3,33,33,0,1935,0,1935
221100,1026,252,12,21,6,18,12,6,1182,0,1182
221200,726,99,0,9,6,3,3,0,789,0,789
221300,1482,324,21,90,18,24,24,0,1734,0,1734
221400,1401,546,60,9,9,21,21,3,1755,0,1755
221500,480,96,3,6,0,6,6,0,537,0,537
221600,1521,540,24,57,12,42,33,6,1893,0,1893
221700,1161,429,24,114,9,36,24,12,1521,0,1521
221800,1605,627,57,78,15,18,18,6,2052,0,2052
221900,1950,771,60,147,9,27,24,3,2592,0,2592
222000,636,99,15,33,0,12,12,0,723,0,723
222100,1605,546,57,54,3,21,21,0,1980,0,1980
222200,720,585,63,30,0,6,6,3,1191,0,1191
222300,861,309,15,18,0,9,3,3,1020,0,1020
222400,933,513,27,27,6,12,12,0,1263,0,1263
222500,1095,765,48,87,6,21,21,0,1677,0,1677
222600,960,723,54,57,3,9,6,0,1485,0,1485
222700,795,966,54,21,9,18,18,3,1545,0,1545
222800,903,210,15,30,6,15,15,3,1050,0,1050
222900,1002,435,33,33,6,9,9,0,1281,0,1281
223000,573,693,30,21,3,6,6,0,1038,0,1038
223100,825,411,27,93,15,24,24,0,1182,0,1182
223200,519,315,48,36,6,21,18,3,765,0,765
223300,846,468,33,6,0,9,9,0,1155,0,1155
223400,1191,183,12,27,0,24,24,0,1293,0,1293
223500,1311,126,18,18,6,12,12,0,1371,0,1371
223600,1182,579,54,27,6,33,27,6,1593,0,1593
223700,1545,123,15,123,18,12,12,0,1731,0,1731
223800,1275,927,108,63,0,21,18,0,1917,0,1917
223900,324,33,9,6,0,3,3,3,348,0,348
224000,1377,648,78,63,6,24,18,3,1869,0,1869
224100,1050,93,12,51,18,15,12,0,1173,0,1173
224200,1932,246,39,123,24,21,18,3,2202,0,2202
224300,1992,1053,210,147,3,42,33,9,2943,0,2943
224400,1275,264,63,129,12,21,21,0,1572,0,1572
224500,1245,216,30,90,18,24,21,6,1452,0,1452
224600,1671,612,63,42,3,24,21,6,2097,0,2097
224700,84,33,9,3,0,6,6,0,120,0,120
224800,1584,738,141,123,24,15,18,3,2247,0,2247
224900,1179,774,63,27,3,9,9,0,1695,0,1695
225000,1053,246,27,111,12,15,15,0,1284,0,1284
225100,1845,621,63,66,3,24,24,0,2277,0,2277
225200,1053,759,120,48,3,21,18,3,1707,0,1707
225300,1971,777,138,147,9,36,33,0,2565,0,2565
225400,1005,282,57,129,6,24,21,3,1350,0,1350
225500,1890,504,51,69,6,18,15,6,2184,0,2184
225600,1533,327,51,18,3,24,21,3,1770,0,1770
225700,441,180,18,54,3,18,15,3,606,0,606
225800,1623,501,93,81,6,24,18,3,2004,0,2004
225900,1896,366,36,72,15,27,24,6,2130,0,2130
226000,495,231,15,6,3,9,9,0,666,0,666
226100,1494,369,24,9,0,30,30,0,1716,0,1716
226200,18,3,0,0,0,0,C,C,24,0,24
226300,849,498,30,15,0,12,9,3,1254,0,1254
226400,1101,243,12,24,15,27,27,0,1272,0,1272
226500,1185,822,75,63,3,18,12,3,1716,0,1716
226600,930,87,27,6,0,6,6,0,987,0,987
226700,2445,564,240,78,6,42,39,0,3030,0,3030
226800,798,129,12,6,3,12,12,0,855,0,855
226900,1554,687,282,57,6,27,27,0,2238,0,2238
227000,1512,528,150,60,9,42,39,3,1935,0,1935
227100,1395,198,21,21,6,30,30,0,1515,0,1515
227200,1878,300,24,33,3,30,27,0,2061,0,2061
227300,1119,237,30,54,9,48,45,0,1290,0,1290
227400,1113,201,24,36,0,27,27,0,1254,0,1254
227500,1881,306,21,36,24,30,30,0,2046,0,2046
227600,1173,96,18,6,0,30,30,0,1227,0,1227
227700,531,75,12,12,3,6,3,0,564,0,564
227800,1203,165,18,18,6,21,21,0,1284,0,1284
227900,2568,735,99,102,15,30,30,3,3045,0,3045
228000,1965,285,30,36,6,27,27,0,2169,0,2169
228100,2685,528,42,102,12,36,30,6,3024,0,3024
228200,1326,255,33,39,3,21,21,0,1491,0,1491
228300,2169,570,84,105,9,33,30,3,2559,0,2559
228400,774,213,27,48,3,24,18,3,939,0,939
228500,1824,429,75,63,0,39,36,3,2121,0,2121
228600,1794,249,24,48,3,45,42,3,1971,0,1971
228700,1521,144,27,24,3,27,27,0,1599,0,1599
228800,1701,342,45,57,6,27,24,3,1905,0,1905
228900,279,48,3,27,3,9,9,3,324,0,324
229000,2064,348,84,210,15,36,36,0,2478,0,2478
229100,1563,438,114,81,15,42,36,6,1893,0,1893
229200,312,135,48,51,15,0,3,3,471,0,471
229300,2250,693,165,360,24,42,33,6,2973,0,2973
229400,1488,153,15,69,6,27,24,0,1644,0,1644
229500,2031,993,390,198,33,24,21,3,2997,0,2997
229600,2517,735,213,324,33,39,36,3,3294,0,3294
229700,240,27,9,9,3,9,9,0,264,0,264
229800,2010,387,78,318,30,39,33,6,2562,0,2562
229900,1680,1167,456,288,30,39,33,6,2958,0,2958
230000,1491,375,117,150,9,18,15,0,1908,0,1908
230100,1827,564,192,213,30,45,42,3,2454,0,2454
230200,1581,555,186,369,27,48,42,6,2364,0,2364
230300,1977,603,177,294,36,36,27,9,2631,0,2631
230400,1764,243,51,312,57,39,27,12,2238,0,2238
230500,1854,450,90,402,36,24,15,9,2511,0,2511
230600,714,216,90,213,21,15,9,6,1116,0,1116
230700,2463,888,324,372,63,57,51,6,3504,0,3504
230800,2388,840,219,522,69,48,39,9,3462,0,3462
230900,1185,207,63,111,24,24,21,3,1422,0,1422
231000,1347,249,72,408,45,27,15,12,1947,0,1947
231100,1800,276,66,396,45,33,27,6,2334,0,2334
231200,2001,534,159,435,75,48,39,9,2832,0,2832
231300,2688,588,123,405,51,45,33,15,3366,0,3366
231400,1377,282,69,420,39,15,12,3,1950,0,1950
231500,2223,489,144,222,48,45,36,6,2715,0,2715
231600,1386,270,87,540,39,24,12,9,2082,0,2082
231700,1893,207,48,330,48,27,24,3,2343,0,2343
231800,2457,375,81,435,54,54,39,12,3111,0,3111
231900,300,27,21,111,24,3,3,3,444,0,444
232000,1293,114,21,210,18,21,21,0,1566,0,1566
232100,1173,675,174,51,15,108,102,6,1668,0,1668
232200,2610,546,90,81,9,33,30,6,2934,0,2934
232300,1470,312,108,279,51,33,30,6,1980,0,1980
232400,678,66,12,39,9,15,15,0,765,0,765
232500,1086,141,21,57,15,30,27,0,1227,0,1227
232600,630,57,6,24,6,21,21,3,690,0,690
232700,2448,195,48,732,66,48,42,6,3318,0,3318
232800,1464,321,24,15,0,12,12,0,1611,0,1611
232900,1119,294,12,27,0,12,12,0,1302,0,1302
233000,1614,252,18,30,0,15,15,0,1743,0,1743
233100,1266,402,48,51,3,24,24,0,1548,0,1548
233200,1713,576,36,60,9,18,15,0,2148,0,2148
233300,2427,1248,93,156,6,24,24,0,3360,0,3360
233400,552,111,3,9,0,3,0,0,609,0,609
233500,555,72,9,30,0,15,15,0,618,0,618
233600,2349,630,66,66,18,39,36,3,2682,0,2682
233700,1407,354,18,27,6,24,24,0,1566,0,1566
233800,681,159,6,6,0,21,21,0,750,0,750
233900,C,C,C,C,C,C,C,C,C,C,3
234000,804,150,21,36,3,15,12,3,915,0,915
234100,1692,318,24,18,0,27,27,0,1884,0,1884
234200,1080,477,57,39,0,6,6,0,1383,0,1383
234300,1410,627,57,48,6,18,18,0,1764,0,1764
234400,1887,390,42,39,6,24,21,0,2142,0,2142
234500,636,174,24,12,0,12,9,0,750,0,750
234600,1575,345,60,69,9,36,33,3,1788,0,1788
234700,939,312,60,63,12,12,9,3,1191,0,1191
234800,1824,372,66,111,3,18,18,0,2154,0,2154
234900,1986,618,132,81,6,33,27,9,2409,0,2409
235000,1062,399,147,78,6,24,24,3,1413,0,1413
235100,1521,258,45,129,15,27,21,9,1770,0,1770
235200,780,231,102,75,3,12,12,0,1047,0,1047
235300,906,294,93,54,9,9,9,0,1152,0,1152
235400,1098,603,39,24,3,15,15,0,1398,0,1398
235500,1620,456,177,132,12,21,21,3,2076,0,2076
235600,1341,468,177,96,15,27,21,6,1815,0,1815
235700,1224,270,78,96,9,6,6,0,1473,0,1473
235800,1191,795,327,30,15,15,15,0,1911,0,1911
235900,1050,396,141,81,0,24,21,3,1422,0,1422
236000,882,114,24,24,3,15,15,0,960,0,960
236100,408,72,6,6,0,12,9,0,447,0,447
236200,C,C,C,C,C,C,C,C,C,C,0
236300,1359,672,63,39,6,18,15,3,1818,0,1818
236400,597,108,12,21,3,9,9,0,663,0,663
236500,2349,1443,222,207,18,45,42,3,3489,0,3489
236600,1335,159,21,18,3,21,21,0,1422,0,1422
236700,780,291,30,57,3,15,15,0,1011,0,1011
236800,2952,357,66,105,15,60,57,3,3249,0,3249
236900,570,39,12,21,6,15,15,0,612,0,612
237000,3705,567,114,129,27,54,45,9,4056,0,4056
237100,2100,255,57,117,24,51,42,9,2364,0,2364
237200,1935,165,51,72,12,33,30,3,2085,0,2085
237300,2364,249,78,159,18,51,42,6,2667,0,2667
237400,762,102,12,6,3,18,18,0,804,0,804
237500,3138,372,87,264,27,51,42,9,3555,0,3555
237600,3954,360,72,246,18,42,42,0,4374,0,4374
237700,708,66,12,15,9,27,24,3,777,0,777
237800,3390,597,186,309,27,48,45,3,3996,0,3996
237900,1254,90,18,36,6,33,27,6,1335,0,1335
238000,2625,300,54,117,18,51,48,6,2865,0,2865
238100,2142,249,63,129,21,27,24,0,2391,0,2391
238200,C,C,C,C,C,C,C,C,C,C,0
238300,2145,285,66,102,12,42,39,3,2376,0,2376
238400,1905,420,102,147,12,30,24,3,2265,0,2265
238500,3432,438,138,126,21,66,60,6,3753,0,3753
238600,1560,303,54,48,30,33,27,6,1746,0,1746
238700,C,C,C,C,C,C,C,C,C,C,0
238800,1803,276,72,45,24,24,24,0,1962,0,1962
238900,351,39,6,15,3,9,9,0,375,0,375
239000,1932,288,66,69,15,27,24,3,2142,0,2142
239100,1878,963,453,213,15,48,42,6,2688,0,2688
239200,2463,1359,807,300,66,51,42,9,3744,0,3744
239300,1155,1278,693,243,18,15,9,6,2418,0,2418
239400,921,69,21,9,6,18,18,0,966,0,966
239500,1344,618,345,87,27,30,21,9,1917,0,1917
239600,1800,192,57,135,24,48,42,6,2013,0,2013
239700,C,C,C,C,C,C,C,C,C,C,0
239800,2208,294,144,102,21,33,30,0,2463,0,2463
239900,150,75,36,30,6,6,6,0,261,0,261
240000,1896,309,156,198,12,21,21,3,2268,0,2268
240100,2214,258,225,690,42,42,33,6,3138,0,3138
240200,2136,411,375,234,15,42,36,9,2754,0,2754
240300,1290,840,1218,345,42,30,30,3,2862,0,2862
240400,2637,321,189,207,27,60,54,9,3042,0,3042
240500,870,696,996,273,30,18,15,0,2235,0,2235
240600,3957,342,138,450,66,81,69,12,4617,0,4617
240700,975,1002,2016,360,114,21,12,12,3474,0,3474
240800,969,1266,2901,363,60,24,18,6,4398,0,4398
240900,828,321,348,129,18,15,12,0,1326,0,1326
241000,771,924,2643,276,87,9,6,6,3879,0,3879
241100,432,465,966,132,42,6,6,0,1620,0,1620
241200,609,54,3,9,3,18,15,3,648,0,648
241300,1293,168,105,360,30,33,21,12,1776,0,1776
241400,2025,312,147,255,21,39,21,18,2496,0,2496
241500,3087,480,174,180,27,57,48,6,3519,0,3519
241600,1899,432,135,276,69,45,33,9,2472,0,2472
241700,1581,501,216,255,18,36,27,9,2241,0,2241
241800,3138,291,126,222,27,63,60,3,3531,0,3531
241900,2625,621,234,360,51,66,51,15,3429,0,3429
242000,2301,564,228,375,33,48,39,9,3084,0,3084
242100,2538,447,126,150,18,42,36,3,2901,0,2901
242200,1200,528,108,123,18,51,39,6,1809,0,1809
242300,1926,138,18,39,3,48,45,3,2034,0,2034
242400,1968,423,135,270,21,36,33,3,2481,0,2481
242500,1893,384,153,285,27,27,24,3,2388,0,2388
242600,2574,798,237,237,33,57,36,21,3318,0,3318
242700,870,153,45,15,6,9,9,0,975,0,975
242800,1848,141,66,75,21,30,21,9,1983,0,1983
242900,1845,423,216,150,12,27,21,6,2289,0,2289
243000,492,63,39,81,9,9,6,3,615,0,615
243100,318,24,3,15,6,6,6,0,333,0,333
243200,2958,405,171,822,33,78,54,21,3987,0,3987
243300,1269,162,30,162,21,24,15,9,1482,0,1482
243400,2136,270,141,477,42,81,51,36,2835,0,2835
243500,1752,144,63,222,21,24,21,3,2010,0,2010
243600,2178,267,96,372,33,54,39,12,2691,0,2691
243700,651,177,84,171,12,15,12,3,954,0,954
243800,951,75,33,273,15,42,27,15,1287,0,1287
243900,345,51,21,54,3,3,3,3,417,0,417
244000,1878,324,192,627,33,33,33,3,2793,0,2793
244100,1191,735,1041,531,114,27,24,6,3075,0,3075
244200,1875,231,144,570,33,27,24,6,2613,0,2613
244300,546,99,60,300,30,12,9,3,951,0,951
244400,1665,255,234,684,54,36,21,12,2628,0,2628
244500,1476,525,318,168,15,24,18,9,2112,0,2112
244600,1509,858,768,429,66,33,27,6,3078,0,3078
244700,2853,516,288,654,54,39,33,6,3906,0,3906
244800,2340,222,81,747,15,51,45,6,3225,0,3225
244900,2661,663,339,336,42,48,36,12,3435,0,3435
245000,1860,471,243,378,33,27,21,6,2631,0,2631
245100,1854,351,189,891,81,48,36,15,3090,0,3090
245200,1278,471,423,561,99,27,18,9,2466,0,2466
245300,1260,156,45,414,18,21,18,6,1752,0,1752
245400,1797,957,819,447,90,45,30,12,3420,0,3420
245500,1491,210,93,654,24,33,30,6,2283,0,2283
245600,1977,462,306,516,75,48,45,3,2949,0,2949
245700,120,27,6,0,0,3,3,0,141,0,141
245800,813,432,255,348,63,9,9,0,1626,0,1626
245900,1509,828,537,204,24,27,18,6,2604,0,2604
246000,2526,879,417,933,132,48,39,9,4305,0,4305
246100,2286,339,183,540,36,45,33,9,3096,0,3096
246200,1374,729,666,234,69,15,15,6,2535,0,2535
246300,1395,282,129,153,9,27,21,6,1725,0,1725
246400,1494,861,648,270,93,30,24,6,2745,0,2745
246500,C,C,C,C,C,C,C,C,C,C,0
246600,1734,981,447,240,30,48,45,6,2793,0,2793
246700,1953,132,24,87,21,30,30,3,2079,0,2079
246800,579,84,24,33,3,9,6,0,651,0,651
246900,2349,804,612,456,30,39,30,9,3570,0,3570
247000,2562,1497,681,300,48,54,36,18,4050,0,4050
247100,1212,504,264,186,12,21,15,6,1803,0,1803
247200,2583,147,42,75,27,30,27,0,2709,0,2709
247300,2202,900,420,180,9,66,48,15,3063,0,3063
247400,1878,753,426,162,9,33,27,6,2631,0,2631
247500,876,96,18,30,6,15,15,3,951,0,951
247600,2145,366,348,615,84,42,39,3,3189,0,3189
247700,1932,498,408,801,69,48,30,21,3258,0,3258
247800,2703,303,204,510,33,69,54,15,3426,0,3426
247900,1932,243,201,501,36,51,36,12,2643,0,2643
248000,1704,261,180,354,27,48,42,6,2286,0,2286
248100,2193,162,75,1581,57,48,39,6,3858,0,3858
248200,243,21,0,12,6,9,9,0,273,0,273
248300,2100,201,102,1158,45,60,42,18,3396,0,3396
248400,1959,249,177,1188,93,54,51,3,3369,0,3369
248500,1044,150,84,531,72,18,18,0,1704,0,1704
248600,2184,294,156,867,81,42,39,6,3243,0,3243
248700,1821,294,180,792,60,42,36,6,2874,0,2874
248800,2199,189,54,261,27,57,51,3,2547,0,2547
248900,1488,390,228,918,78,27,21,6,2802,0,2802
249000,1065,123,54,501,33,30,27,3,1629,0,1629
249100,1356,111,54,222,33,15,12,6,1641,0,1641
249200,1167,150,96,396,18,24,21,6,1692,0,1692
249300,1749,105,36,258,18,24,21,6,2037,0,2037
249400,3066,318,255,1134,144,90,78,9,4566,0,4566
249500,2355,468,309,1050,105,75,57,18,3846,0,3846
249600,2823,171,42,183,30,60,51,9,3087,0,3087
249700,2337,435,303,1197,132,78,69,6,3978,0,3978
249800,765,93,63,759,63,15,15,0,1605,0,1605
249900,2190,96,45,378,36,24,21,0,2589,0,2589
250000,2361,135,57,300,30,42,42,0,2724,0,2724
250100,1851,216,111,204,48,36,30,9,2205,0,2205
250200,1746,114,30,201,54,27,21,6,2004,0,2004
250300,3414,219,42,315,51,42,33,9,3753,0,3753
250400,3228,294,156,1059,123,69,57,9,4518,0,4518
250500,1380,150,57,327,63,33,27,6,1818,0,1818
250600,3090,159,63,405,42,63,57,3,3561,0,3561
250700,747,96,24,165,21,18,12,3,960,0,960
250800,3129,225,81,330,39,39,36,3,3552,0,3552
250900,3174,276,102,693,99,48,33,12,4020,0,4020
251000,951,78,30,123,27,9,6,0,1119,0,1119
251100,1947,135,27,168,21,21,18,6,2157,0,2157
251200,3189,348,117,396,93,51,42,12,3762,0,3762
251300,1296,132,33,144,39,24,21,6,1494,0,1494
251400,2103,201,78,792,69,33,21,12,3000,0,3000
251500,1773,120,57,369,42,30,27,3,2211,0,2211
251600,3003,372,117,924,126,57,51,6,4185,0,4185
251700,2589,279,69,765,87,39,30,9,3483,0,3483
251800,1335,117,42,360,51,6,3,3,1761,0,1761
251900,2337,204,63,258,81,39,30,6,2712,0,2712
252000,3003,438,171,756,243,51,33,21,4221,0,4221
252100,1665,177,63,597,78,30,18,12,2394,0,2394
252200,1341,162,105,306,60,27,21,3,1785,0,1785
252300,1203,69,15,150,30,21,18,0,1389,0,1389
252400,2019,267,108,453,78,33,18,12,2637,0,2637
252500,3714,324,108,606,162,60,45,15,4527,0,4527
252600,1590,87,18,138,51,27,27,3,1788,0,1788
252700,1491,243,141,336,57,18,18,0,1998,0,1998
252800,2415,249,141,561,84,60,48,12,3165,0,3165
252900,1482,210,186,414,75,18,15,3,2124,0,2124
253000,2427,363,177,678,126,45,36,12,3414,0,3414
253100,3429,324,144,420,123,54,42,12,4032,0,4032
253200,912,120,45,123,45,18,15,6,1122,0,1122
253300,2652,414,333,615,270,39,33,9,3870,0,3870
253400,1263,135,66,120,33,21,18,3,1461,0,1461
253500,903,153,165,411,117,15,9,3,1584,0,1584
253600,2103,354,387,633,465,66,48,18,3642,0,3642
253700,1845,324,204,483,126,36,30,6,2688,0,2688
253800,2823,315,195,360,66,66,57,9,3381,0,3381
253900,1116,120,72,93,39,12,12,0,1299,0,1299
254000,3006,321,198,300,63,45,36,6,3516,0,3516
254100,807,120,165,273,132,18,15,3,1347,0,1347
254200,1113,285,315,585,192,24,15,9,2154,0,2154
254300,1902,348,228,450,75,48,45,6,2673,0,2673
254400,1200,198,198,474,108,27,24,3,1971,0,1971
254500,942,117,84,138,33,9,9,0,1164,0,1164
254600,1368,90,30,108,15,24,18,6,1503,0,1503
254700,1479,141,75,111,42,21,21,3,1677,0,1677
254800,2481,183,132,381,60,48,39,6,3003,0,3003
254900,2061,345,417,903,168,54,42,9,3510,0,3510
255000,36,3,0,6,3,3,3,0,48,0,48
255100,2349,621,657,441,303,36,24,9,3828,0,3828
255200,2010,144,27,249,27,33,33,0,2319,0,2319
255300,840,93,12,21,3,21,18,0,915,0,915
255400,1143,144,27,21,0,33,33,0,1224,0,1224
255500,1092,93,9,12,0,18,18,0,1140,0,1140
255600,1302,297,45,39,3,15,12,3,1491,0,1491
255700,1986,513,93,96,6,24,21,3,2346,0,2346
255800,1362,300,54,93,6,15,12,3,1596,0,1596
255900,555,201,18,54,9,15,12,3,711,0,711
256000,1455,300,51,60,9,21,18,3,1653,0,1653
256100,1737,345,93,60,12,45,45,0,2016,0,2016
256200,2871,783,159,216,6,33,27,9,3459,0,3459
256300,2271,555,117,138,6,27,24,3,2715,0,2715
256400,1743,552,90,129,6,21,21,0,2160,0,2160
256500,1311,246,24,9,0,15,15,0,1410,0,1410
256600,966,159,6,15,0,21,21,0,1050,0,1050
256700,1020,861,201,36,9,15,9,6,1677,0,1677
256800,1665,177,27,21,9,39,36,3,1767,0,1767
256900,2307,327,45,75,3,27,27,3,2526,0,2526
257000,1161,117,12,9,3,27,27,0,1221,0,1221
257100,2469,495,69,90,3,42,42,0,2814,0,2814
257200,813,117,9,6,0,18,18,0,870,0,870
257300,1251,108,18,30,9,27,27,0,1353,0,1353
257400,948,123,18,24,6,24,21,3,1035,0,1035
257500,2211,489,69,75,15,39,39,0,2487,0,2487
257600,C,C,C,C,C,C,C,C,C,C,0
257700,2307,225,48,57,9,27,24,3,2466,0,2466
257800,1359,225,15,9,0,18,18,0,1464,0,1464
257900,1500,327,63,66,6,27,24,3,1767,0,1767
258000,C,C,C,C,C,C,C,C,C,C,0
258100,C,C,C,C,C,C,C,C,C,C,0
258200,C,C,C,C,C,C,C,C,C,C,3
258300,C,C,C,C,C,C,C,C,C,C,0
258400,C,C,C,C,C,C,C,C,C,C,0
258500,C,C,C,C,C,C,C,C,C,C,0
258600,C,C,C,C,C,C,C,C,C,C,0
258700,C,C,C,C,C,C,C,C,C,C,0
258800,C,C,C,C,C,C,C,C,C,C,0
258900,9,18,0,0,0,0,C,C,27,0,27
259000,C,C,C,C,C,C,C,C,C,C,0
259100,C,C,C,C,C,C,C,C,C,C,0
259200,C,C,C,C,C,C,C,C,C,C,0
259300,C,C,C,C,C,C,C,C,C,C,0
259400,C,C,C,C,C,C,C,C,C,C,0
259500,C,C,C,C,C,C,C,C,C,C,0
259600,C,C,C,C,C,C,C,C,C,C,0
259700,C,C,C,C,C,C,C,C,C,C,0
259800,C,C,C,C,C,C,C,C,C,C,0
259900,C,C,C,C,C,C,C,C,C,C,0
300200,C,C,C,C,C,C,C,C,C,C,0
300300,2310,171,18,51,18,30,30,3,2421,0,2421
300400,C,C,C,C,C,C,C,C,C,C,0
300500,1266,144,15,27,12,21,18,3,1335,0,1335
300600,1386,105,12,30,12,24,18,3,1470,0,1470
300700,1083,114,21,36,6,21,21,3,1185,0,1185
300800,1593,183,87,24,18,30,27,3,1761,0,1761
300900,1872,144,18,24,9,24,24,3,1962,0,1962
301000,1491,165,81,45,3,27,27,0,1683,0,1683
301100,2121,363,57,165,12,27,24,3,2478,0,2478
301200,2085,462,84,162,18,57,54,3,2523,0,2523
301300,2664,348,60,126,21,48,45,3,3006,0,3006
301400,C,C,C,C,C,C,C,C,C,C,0
301500,1716,201,15,24,3,24,21,3,1827,0,1827
301600,3048,171,18,54,6,54,54,3,3177,0,3177
301700,2448,153,27,33,9,39,39,0,2562,0,2562
301800,1212,111,12,30,3,33,30,0,1290,0,1290
301900,C,C,C,C,C,C,C,C,C,C,3
302000,93,0,0,3,0,0,0,0,99,0,99
302100,1092,69,6,15,6,18,18,0,1137,0,1137
302200,699,90,36,18,0,18,18,0,786,0,786
302300,2364,186,24,24,9,33,30,0,2448,0,2448
302400,861,54,12,33,0,9,9,0,924,0,924
302500,1209,78,9,15,3,21,18,0,1248,0,1248
302600,2031,186,39,24,6,30,21,9,2133,0,2133
302700,873,93,30,12,6,21,18,3,930,0,930
302800,1617,165,42,123,9,33,24,9,1848,0,1848
302900,2211,198,24,51,21,27,27,0,2355,0,2355
303000,600,27,6,0,0,6,6,0,618,0,618
303100,2166,147,36,63,9,24,24,3,2304,0,2304
303200,1908,81,15,54,9,27,24,3,2004,0,2004
303300,2532,279,36,108,9,33,27,3,2754,0,2754
303400,1521,57,12,57,6,33,21,12,1620,0,1620
303500,462,30,6,15,9,9,9,0,492,0,492
303600,1767,165,30,30,15,36,36,3,1896,0,1896
303700,51,3,0,0,0,0,0,0,57,0,57
303800,1011,63,9,39,6,15,15,0,1068,0,1068
303900,27,6,0,0,0,0,0,0,33,0,33
304000,72,9,12,6,3,3,3,0,96,0,96
304100,2370,426,63,141,18,39,36,6,2745,0,2745
304200,1524,180,66,102,21,24,21,3,1767,0,1767
304300,2580,219,39,96,18,45,39,3,2790,0,2790
304400,2136,252,63,87,18,24,21,3,2376,0,2376
304500,2133,408,102,426,42,57,51,9,2847,0,2847
304600,2568,261,54,120,18,51,51,0,2847,0,2847
304700,465,84,12,144,9,9,6,3,675,0,675
304800,2493,264,51,249,48,30,24,3,2907,0,2907
304900,1191,237,72,300,12,39,36,6,1659,0,1659
305000,1695,237,72,84,15,24,21,3,1899,0,1899
305100,2835,261,66,150,9,51,51,3,3168,0,3168
305200,1170,240,63,312,30,24,21,3,1611,0,1611
305300,2205,225,60,270,15,27,18,9,2583,0,2583
305400,1956,222,33,117,15,30,30,0,2148,0,2148
