Statistical area 2 code (2018 areas),European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
356400,1893,384,36,42,12,27,24,3,2157,0,2157
356500,2130,315,84,162,12,30,30,0,2523,0,2523
356600,1434,159,57,42,0,12,9,3,1587,0,1587
356700,408,60,21,15,0,9,9,0,471,0,471
356800,975,165,18,48,0,9,6,0,1092,0,1092
356900,C,C,C,C,C,C,C,C,C,C,0
357000,81,9,0,27,0,3,0,0,111,0,111
357100,12,C,C,C,C,C,C,C,12,C,12
357200,C,C,C,C,C,C,C,C,C,C,0
357300,735,72,0,6,6,9,9,0,774,0,774
357400,C,C,C,C,C,C,C,C,C,C,0
357500,2103,213,27,300,54,42,39,0,2538,0,2538
357600,594,63,0,12,3,9,9,0,618,0,618
357700,1002,87,12,126,15,24,24,3,1209,0,1209
357800,C,C,C,C,C,C,C,C,C,C,0
357900,1794,255,30,87,12,33,33,0,1995,0,1995
358000,1209,279,21,111,9,15,15,6,1482,0,1482
358100,1266,144,15,51,3,12,12,0,1374,0,1374
358200,1170,111,9,81,3,24,21,3,1320,0,1320
358300,1881,165,12,153,9,27,24,3,2100,0,2100
358400,2433,312,21,195,27,57,54,3,2808,0,2808
358500,1056,114,0,75,15,12,12,0,1179,0,1179
358600,2124,258,42,63,12,33,33,3,2337,0,2337
358700,990,99,6,135,9,15,15,0,1170,0,1170
358800,1443,339,21,24,3,42,39,3,1620,0,1620
358900,1059,132,21,45,6,27,27,0,1173,0,1173
359000,1053,69,6,54,3,21,21,0,1158,0,1158
359100,1950,234,36,195,12,27,18,9,2262,0,2262
359200,C,C,C,C,C,C,C,C,C,C,0
359300,381,81,6,3,3,6,3,0,408,0,408
359400,831,135,18,120,9,24,24,3,1020,0,1020
359500,2031,267,36,42,3,24,21,0,2196,0,2196
359600,1404,93,6,117,3,27,27,3,1560,0,1560
359700,1245,72,15,24,3,12,12,0,1302,0,1302
359800,1590,162,21,36,9,18,18,0,1713,0,1713
359900,2460,294,21,75,6,24,18,9,2697,0,2697
360000,1257,252,6,30,3,27,27,0,1443,0,1443
360100,150,24,3,9,3,6,6,0,180,0,180
360200,1146,102,12,48,6,9,9,0,1251,0,1251
360300,552,90,9,9,0,9,9,0,627,0,627
360400,1230,513,45,36,3,18,15,0,1629,0,1629
360500,1512,189,33,27,0,27,30,0,1608,0,1608
360600,3354,567,78,138,15,54,54,3,3720,0,3720
360700,2250,240,57,105,15,42,36,3,2484,0,2484
360800,1092,81,9,6,0,9,9,0,1134,0,1134
360900,2961,393,45,54,9,57,51,6,3144,0,3144
361000,831,201,36,375,36,24,12,9,1365,0,1365
361100,2115,234,42,144,12,36,24,9,2376,0,2376
361200,1695,168,33,123,3,21,21,3,1872,0,1872
361300,1008,165,36,177,15,15,12,0,1263,0,1263
361400,1836,216,48,117,24,48,36,12,2070,0,2070
361500,2715,345,99,174,27,39,33,9,3090,0,3090
361600,2928,534,141,285,12,51,48,3,3480,0,3480
361700,2187,555,114,117,21,36,33,3,2637,0,2637
361800,C,C,C,C,C,C,C,C,C,C,0
361900,1509,303,60,111,6,24,24,0,1764,0,1764
362000,1140,381,54,345,12,27,24,6,1734,0,1734
362100,1647,456,135,138,12,21,18,3,2040,0,2040
362200,1599,459,126,84,6,33,30,3,1965,0,1965
362300,1338,177,12,33,0,21,21,0,1443,0,1443
362400,2442,519,129,102,18,33,30,3,2787,0,2787
362500,1887,456,141,93,15,27,27,0,2217,0,2217
362600,1038,288,90,48,3,21,15,3,1272,0,1272
362700,1008,381,117,75,0,18,18,0,1329,0,1329
362800,1044,327,69,66,0,18,18,0,1284,0,1284
362900,1857,471,138,69,6,33,33,0,2232,0,2232
363000,1191,414,87,51,3,27,27,0,1500,0,1500
363100,522,93,9,36,6,9,9,0,597,0,597
363200,C,C,C,C,C,C,C,C,C,C,0
363300,1395,834,111,24,6,21,18,0,1797,0,1797
363400,C,C,C,C,C,C,C,C,C,C,0
363500,C,C,C,C,C,C,C,C,C,C,0
363600,C,C,C,C,C,C,C,C,C,C,0
363700,C,C,C,C,C,C,C,C,C,C,3
363800,C,C,C,C,C,C,C,C,C,C,0
363900,C,C,C,C,C,C,C,C,C,C,0
400001,C,C,C,C,C,C,C,C,C,C,6
400002,C,C,C,C,C,C,C,C,C,C,0
400003,C,C,C,C,C,C,C,C,C,C,0
400004,C,C,C,C,C,C,C,C,C,C,0
400005,C,C,C,C,C,C,C,C,C,C,0
400006,C,C,C,C,C,C,C,C,C,C,0
400007,C,C,C,C,C,C,C,C,C,C,0
400008,C,C,C,C,C,C,C,C,C,C,0
400009,C,C,C,C,C,C,C,C,C,C,0
400010,C,C,C,C,C,C,C,C,C,C,0
400011,C,C,C,C,C,C,C,C,C,C,0
400012,C,C,C,C,C,C,C,C,C,C,0
400013,C,C,C,C,C,C,C,C,C,C,0
400014,C,C,C,C,C,C,C,C,C,C,0
400015,C,C,C,C,C,C,C,C,C,C,0
400016,C,C,C,C,C,C,C,C,C,C,0
total,3297864,775836,381642,707598,70332,58053,45330,12756,4699755,0,4699755
