Area_Code,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
7008786,57,18,30,69,12,0,0,0,168,0,168
7008787,45,12,15,60,3,3,0,3,123,0,123
7008788,72,12,21,57,0,6,0,6,147,0,147
7008789,45,15,9,48,6,6,0,6,105,0,105
7008790,87,27,12,87,3,3,3,3,174,0,174
7008791,57,15,12,57,3,6,3,3,129,0,129
7008792,57,12,9,66,0,0,0,0,132,0,132
7008793,96,21,15,51,6,6,0,6,177,0,177
7008794,60,3,12,111,3,3,0,3,177,0,177
7008795,66,6,18,45,0,3,3,0,120,0,120
7008796,78,30,30,93,3,6,6,0,213,0,213
7008797,120,27,12,78,3,0,0,0,219,0,219
7008798,138,42,12,54,3,3,3,0,216,0,216
7008799,42,6,6,57,0,3,0,0,105,0,105
7008800,54,9,12,27,0,3,0,3,87,0,87
7008801,81,27,12,87,0,3,3,0,177,0,177
7008802,51,6,3,33,0,0,0,0,87,0,87
7008803,81,12,9,75,6,3,3,0,168,0,168
7008804,54,9,0,69,9,0,0,0,135,0,135
7008805,57,9,6,63,3,0,0,0,129,0,129
7008806,72,0,30,75,0,6,0,6,168,0,168
7008807,102,39,48,123,3,0,0,0,261,0,261
7008808,69,21,15,84,0,0,0,0,171,0,171
7008809,69,6,15,72,3,3,3,3,162,0,162
7008810,60,6,18,24,0,0,0,0,102,0,102
7008811,69,21,12,45,0,0,0,0,120,0,120
7008812,117,54,51,75,3,3,0,0,246,0,246
7008813,117,18,12,69,3,3,3,0,201,0,201
7008814,81,30,27,114,0,0,0,0,216,0,216
7008815,48,3,15,30,3,0,0,0,87,0,87
7008816,153,18,27,72,9,6,0,3,258,0,258
7008817,48,15,6,33,3,0,0,0,96,0,96
7008818,69,12,12,93,3,3,3,0,168,0,168
7008819,84,15,30,51,3,0,0,0,156,0,156
7008820,66,6,18,63,6,0,0,0,156,0,156
7008821,75,9,12,72,3,6,3,6,162,0,162
7008822,84,12,18,84,6,3,3,3,189,0,189
7008823,99,42,30,45,3,3,0,6,168,0,168
7008824,87,30,33,132,12,0,0,0,264,0,264
7008825,36,6,21,57,3,0,0,0,111,0,111
7008826,78,9,3,78,12,0,0,0,171,0,171
7008827,126,15,18,90,3,6,0,3,243,0,243
7008828,27,30,252,12,0,0,0,0,285,0,285
7008829,12,12,144,9,0,0,0,0,162,0,162
7008830,15,42,192,3,0,0,0,0,225,0,225
7008831,27,57,138,12,0,0,0,0,171,0,171
7008832,21,57,72,9,3,0,0,0,138,0,138
7008833,15,18,129,0,3,3,0,3,150,0,150
7008834,24,66,87,6,0,0,0,0,144,0,144
7008835,12,36,111,0,0,0,0,0,141,0,141
7008836,9,57,123,0,0,3,3,3,162,0,162
7008837,18,45,141,9,0,0,0,0,180,0,180
7008838,3,27,123,6,0,0,0,0,141,0,141
7008839,27,63,132,0,0,0,0,0,168,0,168
7008840,3,24,117,0,0,0,0,0,141,0,141
7008841,21,36,69,0,3,0,0,0,96,0,96
7008842,9,36,108,3,0,3,3,0,129,0,129
7008843,9,24,102,0,0,0,0,0,117,0,117
7008844,18,39,108,6,0,0,0,0,132,0,132
7008845,12,15,147,6,0,0,0,0,165,0,165
7008846,12,9,108,36,0,0,0,0,162,0,162
7008847,6,15,108,9,0,0,0,0,126,0,126
7008848,15,45,153,6,0,0,0,0,183,0,183
7008849,6,27,102,0,0,0,0,0,126,0,126
7008850,12,21,162,6,0,0,0,0,189,0,189
7008851,15,36,132,6,3,0,0,0,162,0,162
7008852,21,42,177,15,3,0,0,0,219,0,219
7008853,27,36,144,27,0,0,0,0,201,0,201
7008854,12,12,93,15,0,0,0,0,111,0,111
7008855,24,75,156,30,0,0,0,0,237,0,237
7008856,6,24,117,6,0,0,0,0,144,0,144
7008857,15,24,114,6,0,0,0,0,138,0,138
7008858,6,21,120,15,0,0,0,0,141,0,141
7008859,3,39,126,6,0,0,0,0,156,0,156
7008860,36,36,183,12,0,0,0,0,219,0,219
7008861,18,21,111,0,0,0,0,0,126,0,126
7008862,12,39,66,9,0,0,0,0,111,0,111
7008863,18,45,174,3,0,0,0,0,207,0,207
7008864,18,36,144,0,0,0,0,0,168,0,168
7008865,21,42,159,9,0,0,0,0,198,0,198
7008866,36,45,168,9,6,0,0,0,222,0,222
7008867,21,51,159,15,0,0,0,0,192,0,192
7008868,15,18,123,12,0,0,0,0,135,0,135
7008869,12,27,99,3,0,0,0,0,129,0,129
7008870,12,60,141,6,0,0,0,0,195,0,195
7008871,9,27,108,9,0,0,0,0,132,0,132
7008872,24,45,183,3,3,0,0,0,225,0,225
7008873,21,60,165,3,6,0,0,0,219,0,219
7008874,15,54,99,3,0,0,0,0,147,0,147
7008875,12,45,216,6,0,0,0,0,249,0,249
7008876,15,33,129,3,0,0,0,0,156,0,156
7008877,12,24,72,9,0,0,0,0,102,0,102
7008878,33,51,162,3,0,0,0,0,201,0,201
7008879,15,60,213,12,0,0,0,0,252,0,252
7008880,30,39,201,6,0,0,0,0,222,0,222
7008881,3,9,90,9,0,0,0,0,108,0,108
7008882,24,36,132,15,0,0,0,0,177,0,177
7008883,15,69,201,6,0,0,0,0,255,0,255
7008884,12,36,108,9,0,0,0,0,150,0,150
7008885,9,39,87,3,0,0,0,0,120,0,120
7008886,48,75,306,6,0,0,0,0,363,0,363
7008887,39,24,198,30,0,0,0,0,258,0,258
7008888,9,42,183,9,3,3,0,3,210,0,210
7008889,33,75,144,6,0,0,0,0,213,0,213
7008890,36,36,165,33,3,0,0,0,228,0,228
7008891,27,24,96,12,0,0,0,0,117,0,117
7008892,9,42,219,3,3,0,0,0,252,0,252
7008893,15,33,120,15,0,0,0,0,138,0,138
7008894,21,51,150,21,3,0,0,0,198,0,198
7008895,15,48,156,15,0,0,0,0,201,0,201
7008896,18,30,126,12,3,0,0,0,171,0,171
7008897,18,42,114,3,0,0,0,0,159,0,159
7008898,12,33,261,33,0,0,0,0,303,0,303
7008899,39,63,144,21,3,0,0,0,219,0,219
7008900,27,24,138,21,0,0,0,0,177,0,177
7008901,24,33,117,78,0,3,3,0,201,0,201
7008902,15,48,177,36,0,0,0,0,231,0,231
7008903,12,30,111,69,0,0,0,0,195,0,195
7008904,27,30,162,66,15,0,0,0,264,0,264
7008905,18,6,87,27,15,0,0,0,132,0,132
7008906,39,72,174,81,3,0,0,0,309,0,309
7008907,42,72,180,75,0,0,0,0,315,0,315
7008908,33,42,153,171,0,0,0,0,342,0,342
7008909,21,27,60,81,0,3,0,3,168,0,168
7008910,30,21,69,90,0,3,0,3,186,0,186
7008911,24,21,54,96,0,0,0,0,183,0,183
7008912,21,21,48,84,0,0,0,0,147,0,147
7008913,66,36,84,72,0,0,0,0,222,0,222
7008914,27,30,93,63,0,0,0,0,177,0,177
7008915,30,24,39,102,0,3,0,0,177,0,177
7008916,72,33,105,156,15,6,3,3,336,0,336
7008917,39,18,57,87,3,0,0,0,180,0,180
7008918,78,24,21,66,0,3,0,3,165,0,165
7008919,129,30,45,84,6,3,0,3,249,0,249
7008920,117,12,12,42,0,0,0,0,165,0,165
7008921,51,21,6,48,3,0,0,0,102,0,102
7008922,45,15,12,30,0,0,0,0,90,0,90
7008923,54,12,6,60,0,3,3,0,123,0,123
7008924,45,3,12,57,15,0,0,0,123,0,123
7008925,39,0,6,72,0,0,0,0,111,0,111
7008926,159,27,30,132,21,3,0,3,336,0,336
7008927,54,3,9,87,3,0,0,0,150,0,150
7008928,60,12,6,69,12,3,0,3,147,0,147
7008929,42,12,9,84,0,6,0,6,126,0,126
7008930,42,6,6,60,3,3,0,0,108,0,108
7008931,48,6,18,84,0,3,0,3,147,0,147
7008932,78,15,12,78,0,3,0,3,165,0,165
7008933,60,15,18,78,9,6,3,3,159,0,159
7008934,30,0,6,21,6,0,0,0,60,0,60
7008935,51,9,6,57,18,0,0,0,132,0,132
7008936,42,3,6,45,6,3,0,3,93,0,93
7008937,63,15,6,120,12,3,3,0,201,0,201
7008938,C,C,C,C,C,C,C,C,6,C,6
7008939,36,12,15,108,6,3,0,3,171,0,171
7008940,6,3,6,60,3,0,0,0,78,0,78
7008941,30,42,108,6,0,3,0,3,162,0,162
7008942,30,42,87,69,0,6,0,6,192,0,192
7008943,24,33,87,75,9,3,3,0,201,0,201
7008944,45,57,114,102,9,6,0,3,282,0,282
7008945,36,33,132,135,21,3,0,3,324,0,324
7008946,15,0,18,120,9,0,0,0,156,0,156
7008947,6,0,3,93,6,0,0,0,105,0,105
7008948,30,12,30,177,6,9,3,6,252,0,252
7008949,27,27,39,150,9,3,0,0,240,0,240
7008950,24,15,78,87,3,0,0,0,189,0,189
7008951,12,18,45,141,18,3,3,3,228,0,228
7008952,24,6,30,180,6,3,3,0,234,0,234
7008953,33,24,18,39,0,3,0,3,84,0,84
7008954,15,9,60,66,3,0,0,0,135,0,135
7008955,6,6,39,78,0,3,3,0,120,0,120
7008956,30,30,120,69,3,3,0,3,225,0,225
7008957,33,45,162,18,0,0,0,0,207,0,207
7008958,9,24,141,42,0,0,0,0,192,0,192
7008959,39,21,72,102,6,0,0,0,219,0,219
7008960,21,12,90,57,0,3,0,3,156,0,156
7008961,18,9,24,117,15,0,0,0,168,0,168
7008962,36,3,24,90,12,3,0,3,150,0,150
7008963,39,24,42,186,6,0,0,0,267,0,267
7008964,15,18,150,36,0,0,0,0,195,0,195
7008965,30,42,129,15,0,0,0,0,171,0,171
7008966,39,36,147,36,0,3,3,0,222,0,222
7008967,30,66,120,15,6,0,0,0,192,0,192
7008968,15,30,195,45,0,0,0,0,267,0,267
7008969,30,33,171,18,0,0,0,0,210,0,210
7008970,27,36,153,24,0,3,0,3,204,0,204
7008971,21,21,96,18,0,0,0,0,129,0,129
7008972,27,45,75,30,3,3,3,0,156,0,156
7008973,36,72,114,12,3,0,0,0,183,0,183
7008974,27,42,150,66,0,3,0,0,255,0,255
7008975,39,84,186,87,0,0,0,0,312,0,312
7008976,30,18,60,81,0,3,3,0,177,0,177
7008977,39,27,81,33,0,0,0,0,144,0,144
7008978,93,81,102,99,6,6,6,0,291,0,291
7008979,54,39,63,66,3,6,6,0,177,0,177
7008980,66,15,33,105,0,6,6,0,204,0,204
7008981,9,6,33,57,0,0,0,0,105,0,105
7008982,12,18,42,51,0,6,0,6,117,0,117
7008983,21,9,54,63,6,0,0,0,138,0,138
7008984,30,6,18,42,18,6,0,6,105,0,105
7008985,15,36,51,81,3,0,0,0,159,0,159
7008986,36,12,33,63,3,3,0,3,132,0,132
7008987,66,48,48,57,3,0,0,0,177,0,177
7008988,39,9,12,132,0,0,0,0,180,0,180
7008989,39,12,48,57,3,0,0,0,132,0,132
7008990,33,27,63,111,3,0,0,0,213,0,213
7008991,15,21,27,78,0,0,0,0,123,0,123
7008992,36,24,21,132,3,3,3,0,201,0,201
7008993,45,9,21,123,12,3,0,3,195,0,195
7008994,48,21,24,75,0,3,3,0,147,0,147
7008995,93,0,0,51,3,6,6,0,150,0,150
7008996,90,12,6,111,3,3,3,3,216,0,216
7008997,72,9,9,39,0,6,3,3,129,0,129
7008998,105,9,9,33,3,0,0,0,141,0,141
7008999,105,36,6,24,0,0,0,0,135,0,135
7009000,123,18,6,69,12,9,6,6,210,0,210
7009001,54,6,0,78,15,0,0,0,141,0,141
7009002,93,3,6,111,3,3,0,3,204,0,204
7009003,66,6,3,60,0,0,0,0,132,0,132
7009004,132,3,15,63,0,0,0,0,189,0,189
7009005,90,12,3,84,3,6,3,6,186,0,186
7009006,120,21,24,42,9,3,3,0,192,0,192
7009007,93,6,3,45,3,3,0,3,144,0,144
7009008,87,12,3,45,3,0,0,0,138,0,138
7009009,93,6,3,48,0,3,3,0,147,0,147
7009010,114,12,3,39,12,0,0,0,165,0,165
7009011,75,3,0,99,3,0,0,0,171,0,171
7009012,87,0,3,66,3,0,0,0,147,0,147
7009013,78,9,6,114,0,3,0,3,198,0,198
7009014,24,0,6,39,3,0,0,0,66,0,66
7009015,120,9,6,108,9,9,0,9,252,0,252
7009016,39,0,0,72,15,6,0,6,123,0,123
7009017,72,3,6,96,3,3,0,3,177,0,177
7009018,C,C,C,C,C,C,C,C,C,C,0
7009019,C,C,C,C,C,C,C,C,C,C,3
7009020,129,12,18,102,3,9,3,9,258,0,258
7009021,87,3,0,129,15,6,0,6,237,0,237
7009022,69,12,6,78,6,0,0,0,150,0,150
7009023,42,3,0,51,9,3,0,3,108,0,108
7009024,51,6,0,78,9,6,0,6,144,0,144
7009025,45,0,0,75,0,6,0,6,123,0,123
7009026,45,0,3,45,9,3,0,3,102,0,102
7009027,51,3,3,60,18,0,0,0,132,0,132
7009028,60,9,6,90,9,0,0,0,159,0,159
7009029,45,9,3,96,9,3,3,0,147,0,147
7009030,36,0,0,57,3,0,0,0,90,0,90
7009031,234,3,0,12,0,0,0,0,243,0,243
7009032,51,9,0,96,21,3,3,3,168,0,168
7009033,87,15,12,72,9,3,0,3,186,0,186
7009034,42,6,6,69,12,0,0,0,129,0,129
7009035,48,9,3,36,12,6,3,6,108,0,108
7009036,27,3,9,99,3,3,0,0,135,0,135
7009037,33,3,3,102,15,0,0,0,150,0,150
7009038,39,3,3,129,9,0,0,0,171,0,171
7009039,24,0,6,84,3,12,3,6,126,0,126
7009040,75,9,3,162,6,12,6,3,252,0,252
7009041,69,3,3,75,6,3,0,3,153,0,153
7009042,27,12,9,57,6,3,0,3,108,0,108
7009043,63,9,6,72,3,9,3,6,153,0,153
7009044,150,21,9,114,3,9,6,9,279,0,279
7009045,57,15,9,126,15,3,0,3,213,0,213
7009046,78,18,3,111,9,3,0,3,204,0,204
7009047,60,3,0,66,0,0,0,0,126,0,126
7009048,18,3,21,51,3,3,3,0,93,0,93
7009049,63,6,12,114,24,6,6,0,204,0,204
7009050,45,9,15,114,15,0,0,0,192,0,192
7009051,66,18,39,102,27,3,0,3,225,0,225
7009052,51,9,12,81,3,0,0,0,150,0,150
7009053,54,15,9,69,15,3,0,3,156,0,156
7009054,66,9,18,93,24,6,3,3,198,0,198
7009055,90,27,27,123,18,6,0,6,246,0,246
7009056,60,12,18,102,24,6,0,6,204,0,204
7009057,30,0,0,210,24,3,0,3,264,0,264
7009058,66,9,9,108,6,0,0,0,186,0,186
7009059,42,6,12,216,6,3,3,0,267,0,267
7009060,51,9,3,156,9,3,3,0,213,0,213
7009061,24,9,12,120,0,0,0,0,156,0,156
7009062,39,3,6,141,9,6,0,6,192,0,192
7009063,27,6,9,96,9,0,0,0,138,0,138
7009064,54,12,15,177,6,9,3,6,255,0,255
7009065,54,9,6,153,3,0,0,0,219,0,219
7009066,24,3,6,90,3,0,0,0,123,0,123
7009067,75,9,9,183,15,0,0,0,276,0,276
7009068,51,15,9,153,3,3,3,3,222,0,222
7009069,69,3,6,117,9,3,0,3,192,0,192
7009070,45,6,15,105,6,3,3,0,162,0,162
7009071,57,3,12,162,9,9,3,6,237,0,237
7009072,36,6,12,75,3,0,0,0,123,0,123
7009073,27,3,9,96,3,9,0,9,135,0,135
7009074,45,6,18,177,15,9,0,9,255,0,255
7009075,42,12,0,213,12,9,9,0,276,0,276
7009076,69,24,6,141,0,12,3,9,231,0,231
7009077,78,18,18,57,6,0,0,0,150,0,150
7009078,57,30,24,168,6,3,3,0,258,0,258
7009079,21,0,6,120,6,12,0,12,162,0,162
7009080,39,3,3,102,6,0,0,0,144,0,144
7009081,33,6,9,201,0,0,0,0,237,0,237
7009082,36,0,3,147,3,3,0,3,186,0,186
7009083,27,6,6,177,3,3,0,3,216,0,216
7009084,36,36,54,102,6,12,3,12,216,0,216
7009085,15,27,39,90,6,0,0,0,171,0,171
7009086,45,15,12,216,15,0,0,0,279,0,279
7009087,48,30,15,354,6,3,0,3,423,0,423
7009088,27,9,33,282,12,3,3,0,351,0,351
7009089,48,18,36,246,9,6,6,6,336,0,336
7009090,255,3,0,21,3,3,3,0,282,0,282
7009091,45,18,24,117,0,0,0,0,174,0,174
7009092,9,0,12,141,0,0,0,0,159,0,159
7009093,30,9,3,72,9,0,0,0,117,0,117
7009094,69,12,6,117,15,3,3,0,213,0,213
7009095,21,6,27,81,6,3,3,0,132,0,132
7009096,24,15,42,96,6,0,0,0,165,0,165
7009097,12,9,30,111,3,0,0,0,156,0,156
7009098,9,3,57,108,0,9,6,3,177,0,177
7009099,42,9,57,132,6,0,3,3,225,0,225
7009100,48,21,54,144,3,6,0,6,249,0,249
7009101,18,9,36,87,12,0,0,0,159,0,159
7009102,12,15,15,57,3,3,0,3,90,0,90
7009103,69,30,51,213,6,3,3,3,336,0,336
7009104,24,6,42,51,9,0,0,0,120,0,120
7009105,57,12,12,150,12,6,0,6,228,0,228
7009106,36,15,12,141,0,3,0,3,192,0,192
7009107,60,12,15,66,6,0,0,0,141,0,141
7009108,39,3,9,48,0,9,0,9,99,0,99
7009109,111,9,6,96,0,0,0,0,210,0,210
7009110,84,0,3,78,6,0,0,0,162,0,162
7009111,99,3,3,54,0,9,0,9,153,0,153
7009112,78,3,0,45,3,3,3,0,126,0,126
7009113,123,9,0,99,0,3,3,0,222,0,222
7009114,153,12,3,66,3,3,3,0,222,0,222
7009115,105,3,18,60,6,3,0,3,180,0,180
7009116,84,3,3,45,3,0,0,0,135,0,135
7009117,93,3,6,33,0,6,0,6,132,0,132
7009118,75,3,9,66,0,0,0,0,141,0,141
7009119,180,12,21,81,3,3,3,3,282,0,282
7009120,135,9,6,48,9,6,0,6,201,0,201
7009121,114,3,6,57,3,3,0,3,165,0,165
7009122,126,12,3,39,0,3,3,0,168,0,168
7009123,81,6,0,33,6,3,0,3,123,0,123
7009124,99,9,6,78,9,3,0,0,186,0,186
7009125,75,6,3,66,3,3,0,3,147,0,147
7009126,69,6,3,57,0,0,0,0,126,0,126
7009127,126,18,15,24,6,6,0,6,168,0,168
7009128,72,6,0,120,12,6,0,3,207,0,207
7009129,72,9,0,99,6,3,3,0,177,0,177
7009130,45,3,0,48,0,0,0,0,93,0,93
7009131,105,12,0,87,3,0,0,0,189,0,189
7009132,72,3,3,81,0,6,0,6,159,0,159
7009133,99,9,0,45,0,0,0,0,138,0,138
7009134,27,6,0,63,6,6,0,6,99,0,99
7009135,105,6,3,81,9,0,0,0,189,0,189
7009136,111,15,6,75,6,6,0,6,201,0,201
7009137,45,3,3,90,3,0,0,0,138,0,138
7009138,78,0,3,39,3,3,3,0,117,0,117
7009139,69,3,6,45,0,6,3,3,126,0,126
7009140,42,0,6,90,6,3,0,3,138,0,138
7009141,78,9,0,75,3,3,3,0,156,0,156
7009142,78,9,6,66,6,6,0,6,156,0,156
7009143,48,0,3,57,0,3,0,3,105,0,105
7009144,108,3,3,90,6,6,3,3,210,0,210
7009145,93,3,9,120,6,0,0,0,222,0,222
7009146,111,12,6,60,0,3,3,0,177,0,177
7009147,66,0,3,63,3,0,0,0,129,0,129
7009148,21,0,3,60,0,0,0,0,81,0,81
7009149,48,9,0,39,0,0,0,0,90,0,90
7009150,42,6,6,96,9,0,0,0,153,0,153
7009151,78,6,3,81,3,0,0,0,159,0,159
7009152,108,6,3,96,6,6,0,0,201,0,201
7009153,66,0,3,129,15,9,0,9,219,0,219
7009154,84,3,3,129,3,6,6,0,219,0,219
7009155,36,15,3,84,0,0,0,0,129,0,129
7009156,75,9,6,87,3,12,0,12,180,0,180
7009157,471,9,6,57,0,0,0,0,534,0,534
7009158,36,3,6,90,0,3,3,0,126,0,126
7009159,48,3,0,87,6,0,0,0,138,0,138
7009160,39,3,0,87,3,0,0,0,126,0,126
7009161,45,3,0,48,3,0,0,0,93,0,93
7009162,54,0,0,57,3,0,0,0,111,0,111
7009163,75,0,3,108,6,3,3,0,186,0,186
7009164,66,6,12,120,9,6,0,6,201,0,201
7009165,60,9,12,81,3,0,0,0,147,0,147
7009166,54,3,6,39,6,3,0,3,99,0,99
7009167,63,3,3,93,6,6,0,6,171,0,171
7009168,75,0,9,78,3,0,0,0,162,0,162
7009169,93,12,6,111,9,6,0,6,225,0,225
7009170,63,3,3,141,3,0,0,0,210,0,210
7009171,78,3,9,102,0,0,0,0,183,0,183
7009172,90,0,6,108,12,0,0,0,207,0,207
7009173,75,0,6,111,18,3,3,0,207,0,207
7009174,81,3,6,96,6,9,0,9,195,0,195
7009175,63,6,0,30,3,6,3,3,102,0,102
7009176,105,3,3,138,9,0,0,3,240,0,240
7009177,105,6,9,69,3,0,0,0,177,0,177
7009178,96,6,0,54,3,0,0,0,159,0,159
7009179,54,0,0,102,0,6,3,3,159,0,159
7009180,87,3,0,69,6,0,0,0,159,0,159
7009181,102,15,9,57,0,6,3,3,162,0,162
7009182,57,3,3,54,0,3,0,0,117,0,117
7009183,66,3,3,72,12,0,0,0,150,0,150
7009184,78,3,0,66,0,3,3,3,147,0,147
7009185,48,9,0,51,6,0,3,3,108,0,108
7009186,177,9,12,342,21,0,0,0,543,0,543
7009187,60,6,6,72,6,0,0,0,138,0,138
7009188,93,6,6,105,9,3,3,0,210,0,210
7009189,75,24,15,114,3,3,0,3,207,0,207
7009190,102,9,0,111,9,3,3,0,225,0,225
7009191,42,3,6,111,6,0,0,0,153,0,153
7009192,57,15,9,39,0,3,0,3,105,0,105
7009193,60,3,6,48,15,0,0,0,126,0,126
7009194,57,0,0,132,33,3,0,3,219,0,219
7009195,78,15,9,120,12,0,0,0,219,0,219
7009196,72,3,12,51,9,0,0,0,135,0,135
7009197,24,0,0,105,6,3,3,0,135,0,135
7009198,39,6,3,54,0,6,0,6,96,0,96
7009199,84,3,9,111,9,0,0,0,213,0,213
7009200,30,3,3,78,6,3,0,3,114,0,114
7009201,66,9,6,102,6,3,0,3,183,0,183
7009202,57,15,3,81,3,3,3,0,147,0,147
7009203,33,0,6,75,6,0,0,0,114,0,114
7009204,51,9,15,207,0,0,0,0,267,0,267
7009205,57,12,3,144,9,9,0,9,219,0,219
7009206,33,0,6,117,3,3,3,0,156,0,156
7009207,12,0,21,75,6,0,0,0,117,0,117
7009208,33,12,9,90,3,0,0,0,129,0,129
7009209,21,45,45,90,18,3,3,0,183,0,183
7009210,15,6,9,84,0,0,0,0,108,0,108
7009211,21,0,6,108,3,0,3,0,129,0,129
7009212,39,3,12,171,6,0,0,0,213,0,213
7009213,39,3,0,120,3,3,3,3,156,0,156
7009214,33,6,24,249,9,3,0,3,312,0,312
7009215,39,3,3,78,3,0,0,0,120,0,120
7009216,36,12,6,111,6,0,0,0,159,0,159
7009217,54,9,3,63,3,9,6,3,126,0,126
7009218,21,0,0,39,6,0,0,0,66,0,66
7009219,45,18,9,96,12,6,0,6,168,0,168
7009220,42,9,6,171,6,12,6,6,228,0,228
7009221,51,3,15,105,6,9,6,3,180,0,180
7009222,42,6,12,147,6,3,3,3,204,0,204
7009223,48,6,3,282,6,9,6,0,339,0,339
7009224,36,0,6,120,6,3,3,3,165,0,165
7009225,45,3,21,123,6,6,0,6,198,0,198
7009226,39,6,9,111,6,6,0,6,165,0,165
7009227,30,12,18,114,9,3,3,0,171,0,171
7009228,33,3,3,123,18,3,0,3,180,0,180
7009229,21,6,30,78,15,3,0,3,147,0,147
7009230,24,6,6,90,6,3,0,3,126,0,126
7009231,114,30,21,60,3,3,0,3,201,0,201
7009232,57,12,15,591,12,3,0,3,666,0,666
7009233,33,36,18,336,12,0,0,0,399,0,399
7009234,78,18,30,267,9,3,3,0,375,0,375
7009235,9,0,3,129,12,0,0,0,153,0,153
7009236,12,0,15,168,3,3,0,3,186,0,186
7009237,51,9,12,267,3,6,0,6,333,0,333
7009238,9,0,0,150,3,0,0,0,159,0,159
7009239,12,0,6,105,3,0,0,0,129,0,129
7009240,12,12,9,153,6,0,0,0,183,0,183
7009241,54,6,30,480,24,9,0,6,582,0,582
7009242,33,15,6,195,3,0,0,0,231,0,231
7009243,51,15,18,315,15,9,9,0,399,0,399
7009244,30,15,33,276,3,0,0,0,330,0,330
7009245,24,9,6,213,3,3,0,3,243,0,243
7009246,198,18,6,63,0,12,3,9,273,0,273
7009247,120,15,0,54,6,6,3,0,180,0,180
7009248,144,6,3,48,0,0,0,0,195,0,195
7009249,99,15,3,123,0,0,0,0,222,0,222
7009250,99,9,3,138,0,0,0,0,240,0,240
7009251,57,9,0,78,0,0,0,0,141,0,141
7009252,111,6,6,75,3,0,0,0,189,0,189
7009253,57,9,0,93,0,3,0,3,153,0,153
7009254,57,0,6,141,12,3,0,3,213,0,213
7009255,45,0,3,123,6,0,0,0,177,0,177
7009256,81,9,6,78,6,3,3,3,174,0,174
7009257,48,9,12,99,0,3,3,0,156,0,156
7009258,84,3,3,51,0,15,3,15,147,0,147
7009259,129,18,18,93,6,0,0,0,234,0,234
7009260,21,6,6,75,0,0,0,0,105,0,105
7009261,69,6,3,60,6,3,0,3,132,0,132
7009262,48,9,0,66,0,0,0,0,120,0,120
7009263,96,6,0,63,3,3,0,3,168,0,168
7009264,84,6,6,105,6,0,0,0,207,0,207
7009265,84,0,0,51,0,6,3,6,141,0,141
7009266,99,3,12,87,3,3,3,0,195,0,195
7009267,84,6,3,93,6,0,0,0,180,0,180
7009268,81,3,12,57,3,0,0,0,153,0,153
7009269,96,9,0,93,12,0,0,0,201,0,201
7009270,66,3,0,108,0,3,3,0,174,0,174
7009271,42,6,18,72,0,3,3,0,126,0,126
7009272,51,6,6,57,6,0,0,0,114,0,114
7009273,57,9,3,90,9,0,0,0,156,0,156
7009274,78,3,0,84,3,0,0,0,159,0,159
7009275,84,3,6,75,3,0,0,0,165,0,165
7009276,60,6,0,63,0,0,0,0,114,0,114
7009277,54,6,0,156,9,3,0,3,222,0,222
7009278,51,9,0,27,0,3,0,3,81,0,81
7009279,39,3,3,159,12,0,0,0,207,0,207
7009280,39,0,6,123,15,0,0,0,180,0,180
7009281,15,3,3,93,6,3,0,3,117,0,117
7009282,24,3,0,66,0,0,0,0,90,0,90
7009283,21,6,9,138,15,0,0,0,180,0,180
7009284,36,3,15,144,0,3,0,0,186,0,186
7009285,27,6,6,84,6,3,0,3,120,0,120
7009286,27,6,12,153,6,0,0,0,189,0,189
7009287,87,30,15,252,9,3,3,0,351,0,351
7009288,48,9,12,138,12,9,0,9,207,0,207
7009289,24,18,9,69,3,0,0,0,105,0,105
7009290,21,3,0,111,0,0,0,0,132,0,132
7009291,36,15,9,87,6,3,0,3,147,0,147
7009292,24,0,6,81,3,0,0,0,111,0,111
7009293,27,6,9,138,3,6,0,6,171,0,171
7009294,36,6,18,159,3,0,0,0,210,0,210
7009295,9,6,3,114,0,0,0,0,129,0,129
7009296,15,6,6,135,0,0,0,0,150,0,150
7009297,18,3,0,75,3,0,0,0,96,0,96
7009298,18,15,18,90,6,0,0,0,138,0,138
7009299,33,3,6,84,15,0,0,0,132,0,132
7009300,21,6,0,114,0,0,0,0,138,0,138
7009301,39,6,30,165,6,0,0,0,237,0,237
7009302,15,3,6,210,3,0,0,0,228,0,228
7009303,42,15,3,159,0,0,0,0,198,0,198
7009304,54,6,12,171,15,6,3,3,255,0,255
7009305,27,3,6,93,12,0,0,0,132,0,132
7009306,36,9,30,96,3,9,3,6,159,0,159
7009307,33,3,3,150,9,3,3,0,192,0,192
7009308,15,0,18,117,3,0,0,0,150,0,150
7009309,45,3,9,357,3,3,0,3,408,0,408
7009310,24,18,9,180,3,0,0,0,216,0,216
7009311,153,18,15,57,0,3,3,0,222,0,222
7009312,45,9,15,360,3,3,0,0,414,0,414
7009313,12,0,3,66,3,3,0,3,81,0,81
7009314,30,9,15,24,6,3,0,3,78,0,78
7009315,33,6,3,6,0,0,0,0,45,0,45
7009316,93,3,9,27,0,0,0,0,129,0,129
7009317,99,6,3,18,0,0,0,0,120,0,120
7009318,84,3,3,15,0,0,0,0,96,0,96
7009319,141,6,0,12,0,6,6,0,162,0,162
7009320,153,9,3,30,0,3,0,3,186,0,186
