Area_Code,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
7013608,123,12,3,0,0,6,6,0,135,0,135
7013609,129,12,0,3,0,0,0,0,129,0,129
7013610,249,12,0,0,0,0,0,0,252,0,252
7013611,165,36,6,6,0,0,0,0,183,0,183
7013612,123,18,0,0,3,3,3,0,129,0,129
7013613,165,12,0,6,0,0,0,0,168,0,168
7013614,120,30,3,3,0,0,0,0,138,0,138
7013615,150,15,0,3,0,0,0,0,162,0,162
7013616,108,6,0,3,0,3,0,3,111,0,111
7013617,141,24,3,0,3,3,3,0,153,0,153
7013618,321,12,3,3,3,3,3,0,330,0,330
7013619,180,9,0,9,6,3,3,0,195,0,195
7013620,207,18,3,6,0,3,3,0,222,0,222
7013621,87,3,0,6,0,0,0,0,93,0,93
7013622,102,6,3,6,0,0,0,0,111,0,111
7013623,120,9,3,0,0,0,0,0,123,0,123
7013624,96,15,3,0,0,0,0,0,99,0,99
7013625,189,36,6,3,0,12,12,0,219,0,219
7013626,171,18,3,6,0,6,3,3,186,0,186
7013627,153,9,0,6,0,0,0,0,162,0,162
7013628,135,15,3,0,0,3,3,0,135,0,135
7013629,183,15,0,0,0,6,3,6,192,0,192
7013630,87,3,0,0,0,0,0,0,87,0,87
7013631,204,12,0,6,3,0,0,0,213,0,213
7013632,150,9,3,0,0,0,0,0,153,0,153
7013633,111,12,0,0,0,0,0,0,111,0,111
7013634,132,12,0,0,0,3,0,3,135,0,135
7013635,111,9,3,0,0,0,0,0,117,0,117
7013636,141,18,0,3,0,0,0,0,147,0,147
7013637,147,12,0,0,3,0,0,0,150,0,150
7013638,210,18,3,6,0,6,3,6,225,0,225
7013639,105,15,0,6,3,0,0,0,117,0,117
7013640,147,9,6,0,0,0,0,0,153,0,153
7013641,207,15,6,0,3,0,0,0,216,0,216
7013642,84,6,0,3,0,3,3,0,90,0,90
7013643,171,12,0,6,0,0,0,0,180,0,180
7013644,90,6,0,0,3,0,0,0,96,0,96
7013645,99,9,3,0,0,0,0,0,102,0,102
7013646,111,21,0,6,0,3,0,3,123,0,123
7013647,171,21,0,6,0,0,0,0,180,0,180
7013648,105,12,0,0,0,0,0,0,108,0,108
7013649,C,C,C,C,C,C,C,C,C,C,0
7013650,39,210,3,3,0,0,0,0,222,0,222
7013651,93,156,6,0,0,0,0,0,225,0,225
7013652,120,126,3,21,0,3,3,0,219,0,219
7013653,126,15,0,6,0,3,3,0,138,0,138
7013654,192,18,3,3,3,0,0,0,195,0,195
7013655,72,108,12,0,0,0,0,0,165,0,165
7013656,171,21,0,3,0,0,0,0,183,0,183
7013657,99,12,0,0,0,3,3,0,111,0,111
7013658,162,60,3,9,3,9,9,0,195,0,195
7013659,162,12,6,0,0,0,0,0,165,0,165
7013660,114,6,3,6,0,0,0,0,120,0,120
7013661,117,9,3,3,0,0,0,0,120,0,120
7013662,90,12,0,0,0,3,3,0,102,0,102
7013663,114,6,0,0,0,3,3,0,120,0,120
7013664,195,30,3,3,0,0,0,0,207,0,207
7013665,141,21,3,3,0,0,0,0,147,0,147
7013666,114,27,3,9,0,6,6,0,144,0,144
7013667,228,48,6,9,0,6,6,0,255,0,255
7013668,111,15,3,15,0,0,0,0,126,0,126
7013669,174,21,0,0,0,3,3,0,180,0,180
7013670,168,6,0,3,0,0,0,0,171,0,171
7013671,237,33,0,0,3,3,3,0,243,0,243
7013672,96,9,3,0,0,6,6,0,105,0,105
7013673,222,24,3,12,0,0,0,0,234,0,234
7013674,177,18,0,3,0,3,3,0,189,0,189
7013675,144,15,0,0,6,0,0,0,153,0,153
7013676,168,21,6,0,0,3,3,0,180,0,180
7013677,141,9,0,0,0,0,0,0,141,0,141
7013678,144,42,0,0,0,0,0,0,177,0,177
7013679,81,6,0,0,0,3,3,0,84,0,84
7013680,225,33,3,3,0,9,9,0,249,0,249
7013681,210,27,3,0,0,3,3,0,213,0,213
7013682,180,21,6,3,0,3,3,0,186,0,186
7013683,216,42,3,0,0,6,6,0,237,0,237
7013684,168,18,0,0,0,0,0,0,177,0,177
7013685,102,30,3,3,0,0,0,0,111,0,111
7013686,141,18,3,3,0,0,0,0,153,0,153
7013687,165,36,0,3,0,3,3,0,180,0,180
7013688,132,12,0,3,3,3,3,0,141,0,141
7013689,108,27,0,3,0,3,3,0,114,0,114
7013690,132,9,0,3,0,3,0,0,135,0,135
7013691,162,12,0,6,0,0,0,0,168,0,168
7013692,153,21,0,0,0,0,0,0,159,0,159
7013693,135,24,0,9,0,3,3,0,153,0,153
7013694,123,30,3,0,0,0,0,0,147,0,147
7013695,165,42,3,6,0,3,3,0,192,0,192
7013696,150,30,6,0,3,3,3,0,177,0,177
7013697,156,18,0,6,0,3,3,0,174,0,174
7013698,189,27,0,6,0,3,3,0,201,0,201
7013699,102,6,3,3,0,0,0,0,102,0,102
7013700,144,30,12,6,0,0,0,0,168,0,168
7013701,93,6,0,0,0,0,0,0,96,0,96
7013702,210,27,3,0,0,3,3,0,225,0,225
7013703,144,12,3,0,0,3,3,0,144,0,144
7013704,162,15,3,12,0,0,0,0,177,0,177
7013705,105,9,0,0,0,0,0,0,108,0,108
7013706,168,27,6,0,0,0,0,0,183,0,183
7013707,135,45,0,3,0,3,3,0,159,0,159
7013708,153,21,0,3,0,6,3,3,171,0,171
7013709,147,18,0,3,0,3,3,0,156,0,156
7013710,168,36,3,0,0,0,0,0,189,0,189
7013711,81,87,0,6,0,3,3,0,150,0,150
7013712,159,18,0,0,0,9,9,0,168,0,168
7013713,72,15,0,0,0,0,0,0,75,0,75
7013714,135,24,3,6,0,3,3,0,153,0,153
7013715,87,9,0,9,0,0,0,0,99,0,99
7013716,186,60,15,12,0,9,3,6,228,0,228
7013717,126,84,0,6,0,0,0,0,183,0,183
7013718,111,15,0,0,3,0,0,0,117,0,117
7013719,144,42,0,0,0,3,3,0,168,0,168
7013720,84,15,0,15,0,0,0,0,102,0,102
7013721,102,9,3,0,0,3,3,0,105,0,105
7013722,138,15,0,3,0,0,0,0,144,0,144
7013723,207,24,15,3,0,0,0,0,231,0,231
7013724,186,15,6,9,0,3,3,0,201,0,201
7013725,129,15,3,3,3,3,3,0,150,0,150
7013726,138,9,3,9,6,3,3,0,156,0,156
7013727,108,9,3,6,0,0,0,0,117,0,117
7013728,33,162,6,3,0,0,0,0,174,0,174
7013729,78,27,33,6,3,0,0,0,132,0,132
7013730,117,60,6,30,6,0,0,0,180,0,180
7013731,69,153,0,27,0,0,0,0,219,0,219
7013732,63,36,6,33,6,3,3,0,120,0,120
7013733,93,72,9,69,0,0,0,0,204,0,204
7013734,84,54,6,69,0,3,0,3,186,0,186
7013735,165,54,3,42,0,3,3,0,237,0,237
7013736,117,15,6,15,0,0,0,0,141,0,141
7013737,105,15,9,15,3,3,3,0,135,0,135
7013738,135,18,3,6,0,0,0,0,147,0,147
7013739,102,78,9,60,0,0,0,0,222,0,222
7013740,75,66,0,33,0,0,0,0,141,0,141
7013741,90,78,15,66,6,3,3,0,219,0,219
7013742,48,36,6,57,0,0,3,3,126,0,126
7013743,99,69,24,42,3,3,3,0,201,0,201
7013744,99,18,0,33,0,3,3,3,144,0,144
7013745,144,42,9,36,0,3,3,0,201,0,201
7013746,126,33,3,18,3,3,3,0,156,0,156
7013747,183,45,9,15,0,0,0,0,219,0,219
7013748,63,12,0,12,0,0,0,0,81,0,81
7013749,129,15,0,54,3,0,0,0,189,0,189
7013750,117,36,3,3,0,0,0,0,129,0,129
7013751,39,9,3,3,0,0,0,0,51,0,51
7013752,102,24,0,24,0,3,3,0,138,0,138
7013753,96,9,0,15,0,0,0,0,114,0,114
7013754,159,18,3,0,3,0,0,0,168,0,168
7013755,63,108,3,24,3,0,0,0,177,0,177
7013756,96,21,6,9,0,0,0,0,111,0,111
7013757,120,159,6,12,0,3,0,3,258,0,258
7013758,135,9,3,12,3,3,3,0,150,0,150
7013759,75,111,12,12,0,6,6,0,183,0,183
7013760,120,96,15,39,3,0,0,0,225,0,225
7013761,78,72,3,0,0,0,0,0,132,0,132
7013762,189,84,21,36,0,0,0,0,273,0,273
7013763,102,30,3,9,0,3,3,0,129,0,129
7013764,87,54,15,9,6,3,0,0,141,0,141
7013765,102,123,6,3,0,0,0,0,195,0,195
7013766,72,96,6,0,0,0,0,0,144,0,144
7013767,24,84,30,0,0,0,0,0,126,0,126
7013768,117,108,6,0,0,0,0,0,183,0,183
7013769,117,147,21,6,0,3,0,3,222,0,222
7013770,54,153,21,3,0,3,3,0,183,0,183
7013771,C,C,C,C,C,C,C,C,C,C,0
7013772,84,93,3,0,0,0,0,0,150,0,150
7013773,99,18,0,0,0,3,3,0,111,0,111
7013774,132,42,6,3,3,0,0,0,153,0,153
7013775,204,72,9,9,0,3,3,0,237,0,237
7013776,111,36,0,6,0,6,6,0,141,0,141
7013777,141,33,0,6,3,0,0,0,156,0,156
7013778,84,75,27,39,3,3,0,0,195,0,195
7013779,147,42,6,57,3,6,3,3,231,0,231
7013780,60,18,12,18,0,0,0,0,99,0,99
7013781,102,21,3,21,0,6,3,0,135,0,135
7013782,111,45,21,42,0,3,3,0,186,0,186
7013783,123,21,12,54,0,0,0,0,189,0,189
7013784,117,21,3,18,0,0,0,0,141,0,141
7013785,162,42,6,24,3,0,0,0,210,0,210
7013786,129,42,3,24,0,3,3,3,171,0,171
7013787,153,18,3,18,0,0,0,0,174,0,174
7013788,153,36,0,54,0,3,3,0,216,0,216
7013789,120,21,0,0,0,3,3,0,129,0,129
7013790,99,138,27,24,0,6,6,0,255,0,255
7013791,54,33,3,3,0,6,6,3,81,0,81
7013792,54,48,18,39,3,0,0,0,144,0,144
7013793,99,57,27,9,0,0,0,0,153,0,153
7013794,120,72,12,27,0,3,3,0,195,0,195
7013795,48,24,0,48,6,3,0,3,111,0,111
7013796,177,51,21,78,9,0,0,0,270,0,270
7013797,72,27,6,45,0,0,0,0,138,0,138
7013798,78,9,0,9,0,0,0,0,93,0,93
7013799,126,15,3,15,0,0,0,0,144,0,144
7013800,225,51,6,51,0,3,3,0,294,0,294
7013801,141,18,0,102,3,3,0,3,249,0,249
7013802,141,36,0,39,0,3,3,0,192,0,192
7013803,93,21,0,24,0,0,0,0,135,0,135
7013804,117,30,3,24,0,0,0,0,156,0,156
7013805,96,105,42,24,0,3,3,0,228,0,228
7013806,141,3,0,0,0,0,0,0,141,0,141
7013807,99,33,0,30,3,3,0,3,150,0,150
7013808,156,15,3,9,3,6,3,3,177,0,177
7013809,114,39,9,9,0,0,0,0,144,0,144
7013810,105,54,3,6,0,3,3,0,147,0,147
7013811,123,27,0,6,3,3,3,0,138,0,138
7013812,201,66,6,12,0,3,0,0,258,0,258
7013813,72,48,6,3,0,0,0,0,108,0,108
7013814,156,45,6,6,6,0,0,0,183,0,183
7013815,102,15,0,18,0,3,3,0,123,0,123
7013816,87,9,3,9,0,6,6,0,105,0,105
7013817,99,24,3,0,3,0,0,0,105,0,105
7013818,156,33,0,6,0,0,0,0,174,0,174
7013819,99,15,0,9,0,0,0,0,105,0,105
7013820,141,18,0,0,0,9,9,0,153,0,153
7013821,153,48,6,3,0,6,6,0,174,0,174
7013822,105,27,0,3,0,3,3,0,117,0,117
7013823,93,33,3,0,0,0,0,0,111,0,111
7013824,90,33,0,9,3,0,0,0,111,0,111
7013825,183,96,3,6,3,3,3,3,258,0,258
7013826,204,45,6,12,0,3,0,0,231,0,231
7013827,132,30,0,3,0,3,3,0,156,0,156
7013828,150,6,0,12,3,0,0,0,165,0,165
7013829,159,9,6,0,9,6,6,0,180,0,180
7013830,186,3,0,6,0,6,6,0,198,0,198
7013831,216,12,3,9,3,0,0,0,225,0,225
7013832,105,9,6,9,0,0,0,0,117,0,117
7013833,165,21,3,3,0,0,0,0,177,0,177
7013834,177,12,0,6,0,3,3,0,189,0,189
7013835,162,18,3,6,0,0,0,0,174,0,174
7013836,168,15,0,3,3,3,3,0,183,0,183
7013837,108,6,0,6,0,0,0,0,117,0,117
7013838,225,18,3,12,3,0,0,0,237,0,237
7013839,99,18,3,3,0,0,0,0,111,0,111
7013840,117,33,3,9,0,0,0,0,138,0,138
7013841,99,24,3,15,0,0,0,0,123,0,123
7013842,165,12,0,9,0,3,0,0,174,0,174
7013843,87,6,0,0,3,0,0,0,90,0,90
7013844,81,3,0,6,0,0,0,0,90,0,90
7013845,150,6,0,6,6,0,0,0,165,0,165
7013846,132,9,6,3,0,0,0,0,138,0,138
7013847,180,6,0,3,0,0,0,0,186,0,186
7013848,159,21,6,18,0,0,0,0,186,0,186
7013849,90,6,9,12,0,3,3,0,108,0,108
7013850,162,12,3,6,3,0,0,0,171,0,171
7013851,168,12,0,12,0,6,6,0,186,0,186
7013852,153,36,0,9,6,3,3,0,192,0,192
7013853,303,12,6,3,0,0,0,0,309,0,309
7013854,129,18,3,30,3,0,0,0,165,0,165
7013855,126,45,12,18,0,0,0,0,177,0,177
7013856,132,42,3,21,3,3,0,3,168,0,168
7013857,117,9,0,3,0,6,0,9,132,0,132
7013858,156,24,3,6,0,3,3,0,177,0,177
7013859,75,27,6,9,3,0,0,0,102,0,102
7013860,150,60,3,21,3,0,0,0,207,0,207
7013861,159,39,0,9,0,3,0,3,183,0,183
7013862,129,33,6,12,3,0,0,0,150,0,150
7013863,84,21,3,18,0,3,3,0,105,0,105
7013864,126,24,0,6,0,3,0,3,144,0,144
7013865,135,36,6,30,0,3,3,0,180,0,180
7013866,126,48,6,18,0,0,0,0,165,0,165
7013867,189,24,3,12,0,3,3,0,207,0,207
7013868,75,18,6,3,0,3,0,0,84,0,84
7013869,159,24,15,3,6,0,0,0,177,0,177
7013870,108,27,6,30,0,0,0,0,147,0,147
7013871,111,45,15,30,0,0,0,0,171,0,171
7013872,105,36,9,6,3,0,0,0,126,0,126
7013873,165,30,0,9,0,6,6,0,189,0,189
7013874,102,39,0,3,0,0,0,0,120,0,120
7013875,114,30,12,9,0,6,6,0,138,0,138
7013876,159,33,6,6,3,0,0,0,183,0,183
7013877,156,6,3,6,0,0,0,0,162,0,162
7013878,99,3,0,3,9,0,0,0,111,0,111
7013879,183,6,3,3,3,3,0,3,192,0,192
7013880,105,3,0,0,0,0,0,0,105,0,105
7013881,105,18,6,3,0,0,0,0,108,0,108
7013882,129,21,0,3,0,0,0,0,135,0,135
7013883,132,12,0,3,0,3,3,0,138,0,138
7013884,120,21,0,6,0,0,0,0,132,0,132
7013885,132,36,6,21,0,3,3,0,180,0,180
7013886,156,18,0,6,3,3,3,0,174,0,174
7013887,135,18,3,9,0,3,0,3,147,0,147
7013888,141,18,3,9,0,3,3,0,159,0,159
7013889,129,12,3,9,0,0,0,0,141,0,141
7013890,189,12,3,15,3,3,3,0,210,0,210
7013891,144,6,0,3,0,0,0,0,144,0,144
7013892,231,21,3,15,0,3,3,0,252,0,252
7013893,126,24,3,18,3,0,0,0,159,0,159
7013894,123,21,0,3,0,0,0,0,132,0,132
7013895,120,39,3,12,3,3,3,0,165,0,165
7013896,168,21,3,21,0,0,0,0,189,0,189
7013897,111,9,0,12,3,0,0,0,120,0,120
7013898,93,9,3,3,6,6,6,0,114,0,114
7013899,99,9,0,12,0,0,0,0,108,0,108
7013900,237,27,3,15,3,3,3,0,252,0,252
7013901,141,15,6,21,0,0,0,0,174,0,174
7013902,120,12,6,6,0,0,0,0,135,0,135
7013903,168,21,3,6,3,0,0,0,180,0,180
7013904,99,24,0,6,3,6,3,3,126,0,126
7013905,111,18,0,9,0,3,3,0,129,0,129
7013906,153,27,3,3,3,0,0,0,168,0,168
7013907,189,15,3,12,3,0,0,0,207,0,207
7013908,165,30,3,21,3,0,0,0,201,0,201
7013909,162,12,3,9,0,0,0,0,171,0,171
7013910,168,30,6,12,3,0,0,0,189,0,189
7013911,126,21,9,30,6,0,0,0,177,0,177
7013912,135,9,0,0,0,0,0,0,135,0,135
7013913,123,12,0,3,6,0,0,0,135,0,135
7013914,108,24,6,18,0,0,0,0,144,0,144
7013915,126,27,3,27,3,0,0,0,168,0,168
7013916,126,30,3,21,3,0,0,0,153,0,153
7013917,102,24,0,6,3,3,3,0,132,0,132
7013918,159,21,3,21,3,3,3,0,192,0,192
7013919,171,24,3,30,6,3,3,0,216,0,216
7013920,108,9,3,3,0,0,0,0,117,0,117
7013921,132,18,3,15,6,0,0,0,150,0,150
7013922,108,15,0,0,0,0,0,0,108,0,108
7013923,171,12,3,6,0,3,0,3,183,0,183
7013924,111,18,0,3,0,3,3,0,117,0,117
7013925,111,18,0,3,0,3,3,0,117,0,117
7013926,174,15,3,3,3,3,3,0,183,0,183
7013927,141,18,3,0,3,0,0,0,144,0,144
7013928,123,6,0,9,6,0,0,0,132,0,132
7013929,153,21,3,12,9,0,0,0,180,0,180
7013930,177,21,3,9,0,0,0,0,186,0,186
7013931,93,12,0,3,3,9,0,9,114,0,114
7013932,99,12,3,9,3,0,0,0,120,0,120
7013933,144,15,0,21,0,0,0,0,165,0,165
7013934,159,33,9,6,0,0,0,0,171,0,171
7013935,120,21,0,18,3,0,0,0,138,0,138
7013936,96,24,3,57,3,3,3,0,168,0,168
7013937,150,24,3,30,0,0,0,0,198,0,198
7013938,138,12,6,39,9,6,3,0,201,0,201
7013939,135,63,9,39,0,0,0,0,213,0,213
7013940,123,9,3,15,3,0,0,0,147,0,147
7013941,150,12,9,27,3,3,3,0,189,0,189
7013942,144,18,3,42,3,3,3,0,186,0,186
7013943,126,6,3,15,3,0,0,0,147,0,147
7013944,159,15,6,36,0,3,3,0,207,0,207
7013945,108,6,0,18,6,0,0,0,135,0,135
7013946,219,12,3,12,0,3,3,0,243,0,243
7013947,126,27,0,30,3,0,0,0,171,0,171
7013948,132,18,0,6,0,0,0,0,147,0,147
7013949,144,27,0,9,3,0,0,0,162,0,162
7013950,126,21,3,6,6,0,0,0,138,0,138
7013951,C,C,C,C,C,C,C,C,C,C,0
7013952,111,6,0,3,0,0,0,0,114,0,114
7013953,105,9,0,0,3,3,3,0,111,0,111
7013954,39,3,0,0,0,3,3,0,39,0,39
7013955,60,6,0,0,0,0,0,0,60,0,60
7013956,174,18,3,3,0,3,3,0,183,0,183
7013957,141,15,0,0,0,0,0,0,144,0,144
7013958,192,18,3,6,3,6,6,0,210,0,210
7013959,105,9,0,3,0,6,6,0,114,0,114
7013960,117,12,3,0,9,0,0,0,126,0,126
7013961,123,15,3,0,0,3,3,0,123,0,123
7013962,195,21,3,18,6,3,3,0,231,0,231
7013963,138,9,0,3,0,3,3,0,141,0,141
7013964,177,30,0,0,0,0,0,0,192,0,192
7013965,117,9,3,0,0,3,3,0,123,0,123
7013966,150,33,6,3,0,0,0,0,168,0,168
7013967,123,9,0,3,0,0,0,0,126,0,126
7013968,204,45,3,24,9,0,0,0,246,0,246
7013969,120,27,3,12,6,0,0,0,147,0,147
7013970,123,39,6,9,3,0,0,0,156,0,156
7013971,96,36,3,6,9,0,0,0,132,0,132
7013972,156,30,12,18,9,0,0,0,186,0,186
7013973,90,6,0,6,6,3,3,0,99,0,99
7013974,C,C,C,C,C,C,C,C,C,C,3
7013975,147,9,0,6,0,0,0,0,156,0,156
7013976,120,12,3,6,6,3,0,3,138,0,138
7013977,72,15,0,0,3,0,0,0,78,0,78
7013978,99,66,3,3,3,3,3,0,147,0,147
7013979,177,24,0,3,9,0,0,0,195,0,195
7013980,159,21,3,6,0,0,0,0,171,0,171
7013981,114,6,0,15,3,0,0,0,129,0,129
7013982,120,15,0,9,0,3,0,3,123,0,123
7013983,159,30,0,3,9,3,0,0,174,0,174
7013984,132,18,6,0,6,0,0,0,141,0,141
7013985,156,30,6,0,6,3,3,0,171,0,171
7013986,141,9,0,6,3,0,0,0,156,0,156
7013987,108,21,3,9,6,0,0,0,129,0,129
7013988,216,21,9,0,3,3,3,0,228,0,228
7013989,114,9,0,3,0,0,0,0,117,0,117
7013990,171,24,3,6,3,0,0,0,180,0,180
7013991,171,24,0,6,0,0,0,3,189,0,189
7013992,129,21,0,0,3,0,0,0,132,0,132
7013993,141,21,0,6,6,3,3,0,153,0,153
7013994,132,33,0,3,9,3,3,0,153,0,153
7013995,159,9,3,0,9,0,0,0,171,0,171
7013996,129,15,0,3,3,0,0,0,138,0,138
7013997,117,30,0,0,0,0,0,0,123,0,123
7013998,102,12,0,6,9,0,0,0,114,0,114
7013999,162,18,6,9,9,3,3,0,183,0,183
7014000,153,12,0,6,3,0,0,0,165,0,165
7014001,177,15,6,6,0,0,0,0,183,0,183
7014002,165,9,0,0,0,3,3,0,174,0,174
7014003,201,15,3,3,0,0,0,0,204,0,204
7014004,90,15,0,6,15,0,0,0,117,0,117
7014005,138,18,3,6,3,0,0,0,144,0,144
7014006,141,12,9,3,3,0,0,0,159,0,159
7014007,147,12,3,0,3,0,0,0,150,0,150
7014008,147,18,0,12,3,6,6,0,165,0,165
7014009,171,24,3,6,3,3,0,3,180,0,180
7014010,168,21,0,0,0,0,0,0,168,0,168
7014011,138,24,0,6,3,0,0,0,159,0,159
7014012,150,15,3,0,3,0,0,0,162,0,162
7014013,162,18,3,0,9,3,3,0,171,0,171
7014014,87,21,3,6,6,0,0,0,102,0,102
7014015,117,39,3,21,6,3,3,3,165,0,165
7014016,165,30,3,9,0,0,0,0,192,0,192
7014017,96,27,6,15,3,9,9,0,135,0,135
7014018,174,39,0,18,0,3,3,0,210,0,210
7014019,162,27,6,21,0,3,3,3,198,0,198
7014020,102,12,3,0,0,0,0,0,114,0,114
7014021,132,30,6,0,3,0,0,0,147,0,147
7014022,174,21,3,3,6,6,3,3,186,0,186
7014023,198,21,0,6,0,3,3,0,210,0,210
7014024,123,6,3,3,0,0,0,0,129,0,129
7014025,150,60,3,9,15,0,0,0,192,0,192
7014026,93,36,0,6,3,6,6,0,120,0,120
7014027,138,33,6,3,3,3,3,0,156,0,156
7014028,147,21,0,9,6,0,0,0,165,0,165
7014029,66,72,18,3,3,0,0,0,147,0,147
7014030,C,C,C,C,C,C,C,C,C,C,0
7014031,108,15,6,12,0,0,0,0,132,0,132
7014032,183,36,9,9,0,0,0,0,207,0,207
7014033,99,21,0,6,0,3,0,3,123,0,123
7014034,126,15,3,12,0,3,3,0,144,0,144
7014035,165,24,3,0,0,3,3,0,177,0,177
7014036,111,36,0,0,0,0,0,0,135,0,135
7014037,165,18,0,9,0,3,3,0,174,0,174
7014038,135,42,6,9,3,0,0,0,168,0,168
7014039,99,24,0,24,3,0,0,0,126,0,126
7014040,132,33,6,6,3,3,0,3,156,0,156
7014041,138,81,6,3,0,0,0,0,177,0,177
7014042,51,33,3,21,0,3,3,0,93,0,93
7014043,69,18,0,15,6,3,3,0,99,0,99
7014044,81,84,21,18,0,3,3,0,174,0,174
7014045,129,75,6,18,0,0,0,0,183,0,183
7014046,111,93,21,9,0,0,0,0,180,0,180
7014047,108,6,0,0,3,0,0,0,111,0,111
7014048,165,30,6,6,9,3,3,0,192,0,192
7014049,135,15,3,3,0,6,3,0,153,0,153
7014050,144,54,0,3,0,3,3,0,177,0,177
7014051,114,33,6,12,9,0,0,0,153,0,153
7014052,90,51,3,6,6,3,3,3,147,0,147
7014053,234,48,6,9,9,3,3,0,273,0,273
7014054,108,75,12,18,0,6,6,0,183,0,183
7014055,150,6,0,6,0,0,0,0,153,0,153
7014056,114,57,3,15,0,0,0,0,162,0,162
7014057,93,12,3,0,0,0,0,0,99,0,99
7014058,171,42,18,9,18,0,0,0,213,0,213
7014059,171,33,0,12,3,0,0,0,195,0,195
7014060,84,12,3,6,0,0,0,0,96,0,96
7014061,126,48,9,3,0,0,0,0,156,0,156
7014062,87,54,18,3,0,3,3,0,129,0,129
7014063,300,3,0,3,0,3,3,0,306,0,306
7014064,141,69,9,15,0,3,3,0,186,0,186
7014065,126,36,0,15,6,0,0,0,165,0,165
7014066,117,63,9,6,6,0,0,0,156,0,156
7014067,105,105,12,15,3,0,0,0,189,0,189
7014068,126,57,12,3,6,3,3,0,162,0,162
7014069,129,66,18,3,0,0,0,0,180,0,180
7014070,87,30,6,6,6,3,3,0,126,0,126
7014071,132,21,3,9,0,3,3,0,135,0,135
7014072,264,9,0,0,0,3,3,0,267,0,267
7014073,111,15,3,3,0,0,0,0,120,0,120
7014074,57,141,6,6,0,3,0,3,168,0,168
7014075,165,24,9,21,0,3,3,0,204,0,204
7014076,123,9,0,3,0,0,0,0,126,0,126
7014077,48,15,0,0,0,0,0,0,54,0,54
7014078,204,33,3,33,3,6,6,0,246,0,246
7014079,15,0,0,0,0,0,C,C,15,0,15
7014080,111,159,9,6,0,0,0,0,234,0,234
7014081,114,0,0,0,0,6,6,0,120,0,120
7014082,339,87,9,9,0,6,6,0,411,0,411
7014083,123,6,0,6,0,6,6,0,132,0,132
7014084,471,3,0,0,0,0,0,0,477,0,477
7014085,186,51,3,3,0,3,3,0,219,0,219
7014086,99,18,6,0,0,0,0,0,108,0,108
7014087,192,18,0,9,0,3,3,0,207,0,207
7014088,144,21,0,9,0,3,3,0,165,0,165
7014089,183,21,0,9,0,3,3,0,195,0,195
7014090,159,12,6,12,0,3,3,0,174,0,174
7014091,150,21,0,18,0,6,3,3,171,0,171
7014092,54,6,0,24,0,3,3,0,78,0,78
7014093,108,18,3,12,0,0,0,0,126,0,126
7014094,108,15,3,18,6,0,0,0,126,0,126
7014095,138,18,0,24,0,3,0,3,168,0,168
7014096,81,6,6,27,3,0,0,0,114,0,114
7014097,102,24,3,33,0,0,0,0,144,0,144
7014098,102,9,0,24,6,3,3,0,135,0,135
7014099,219,15,0,39,0,6,6,0,258,0,258
7014100,120,12,0,9,0,3,0,0,135,0,135
7014101,240,33,0,36,0,3,3,0,279,0,279
7014102,249,27,0,42,6,9,3,6,312,0,312
7014103,162,21,6,39,0,6,3,3,201,0,201
7014104,207,15,0,9,0,0,0,0,225,0,225
7014105,207,39,12,42,3,0,0,0,255,0,255
7014106,195,15,3,24,0,3,3,0,222,0,222
7014107,216,30,12,30,3,3,0,3,270,0,270
7014108,183,18,0,0,0,0,0,0,189,0,189
7014109,174,6,0,9,0,6,6,3,186,0,186
7014110,66,0,0,21,0,0,0,0,87,0,87
7014111,132,27,6,6,0,0,0,0,150,0,150
7014112,153,9,0,18,0,0,0,0,168,0,168
7014113,123,0,0,9,3,0,0,0,132,0,132
7014114,177,9,0,36,0,0,0,0,213,0,213
7014115,129,18,3,12,0,3,3,0,144,0,144
7014116,117,9,0,15,0,0,0,0,141,0,141
7014117,180,12,0,9,0,3,3,0,192,0,192
7014118,129,6,3,12,3,3,3,0,144,0,144
7014119,84,6,0,24,0,3,3,0,114,0,114
7014120,105,3,0,21,3,0,0,0,132,0,132
7014121,141,9,0,15,0,3,3,0,159,0,159
7014122,126,3,6,6,0,0,0,0,135,0,135
7014123,111,6,3,15,3,0,0,0,126,0,126
7014124,120,3,0,12,3,0,0,0,138,0,138
7014125,84,6,0,18,0,0,0,0,99,0,99
7014126,165,6,0,12,0,0,0,0,180,0,180
7014127,165,15,3,45,3,0,0,0,213,0,213
7014128,117,18,9,15,0,0,0,0,141,0,141
7014129,75,30,3,15,0,0,0,0,96,0,96
7014130,102,9,3,15,0,3,3,0,117,0,117
7014131,99,6,3,9,3,3,3,0,111,0,111
7014132,96,0,3,12,0,3,0,3,111,0,111
7014133,123,6,0,24,0,3,3,0,153,0,153
7014134,156,6,3,18,3,3,3,0,177,0,177
7014135,111,6,0,0,0,0,0,0,111,0,111
7014136,198,6,6,30,0,3,3,0,237,0,237
7014137,117,9,3,45,0,0,0,0,165,0,165
7014138,105,3,3,15,0,0,0,0,117,0,117
7014139,72,9,0,9,0,0,0,0,81,0,81
7014140,192,15,0,27,3,0,0,0,219,0,219
7014141,192,18,0,30,3,3,3,0,222,0,222
7014142,171,33,0,12,0,0,0,0,189,0,189
